experiment_id,electrolyte_concentration_m,charging_rate_c,operating_temperature_c,discharge_rate_c,cycle_count,capacity_retention_percent,source
BAT-01874,1.3923,0.6381,26.4229,0.4216,150.5461,72.9662,synthetic_prototype_v1
BAT-01875,1.457,0.8544,20.1275,0.8605,74.6537,84.0717,synthetic_prototype_v1
BAT-01876,1.42,0.3101,11.1172,0.5061,120.5814,66.0132,synthetic_prototype_v1
BAT-01877,1.3824,2.5989,16.412,2.3132,495.104,40.0,synthetic_prototype_v1
BAT-01878,1.285,1.6317,39.3195,2.9559,310.9032,41.68,synthetic_prototype_v1
BAT-01879,1.289,2.8316,44.0583,2.6247,417.9341,44.0787,synthetic_prototype_v1
BAT-01880,2.3118,0.9011,40.4359,1.8911,115.3692,47.687,synthetic_prototype_v1
BAT-01881,1.9772,0.3927,22.7738,1.7017,370.3831,55.1718,synthetic_prototype_v1
BAT-01882,1.6929,0.8108,49.9077,2.0239,466.8716,40.0833,synthetic_prototype_v1
BAT-01883,2.0652,0.9941,27.5321,1.8935,388.7001,52.3413,synthetic_prototype_v1
BAT-01884,1.2372,0.5317,21.8221,0.2,218.6193,66.3304,synthetic_prototype_v1
BAT-01885,1.1828,1.2933,35.9729,1.925,78.7013,53.6554,synthetic_prototype_v1
BAT-01886,0.802,0.3172,19.6588,0.2085,58.0027,61.9228,synthetic_prototype_v1
BAT-01887,0.5025,0.4898,40.8058,2.9277,22.5796,40.0,synthetic_prototype_v1
BAT-01888,1.7866,0.9288,30.6324,0.5312,27.1332,71.0956,synthetic_prototype_v1
BAT-01889,1.7378,1.5398,28.3629,0.4716,87.2909,62.2505,synthetic_prototype_v1
BAT-01890,0.5981,0.843,3.1889,0.3326,219.3779,40.0,synthetic_prototype_v1
BAT-01891,0.5276,1.9881,26.1891,1.6946,246.7335,50.9793,synthetic_prototype_v1
BAT-01892,1.6584,0.5906,31.9103,2.6454,209.6374,43.3566,synthetic_prototype_v1
BAT-01893,1.5315,2.5711,35.1225,2.1132,462.3236,40.0,synthetic_prototype_v1
BAT-01894,1.9612,0.4985,12.2001,0.853,23.6962,64.259,synthetic_prototype_v1
BAT-01895,1.1408,1.9996,45.5443,0.5901,47.4905,40.5264,synthetic_prototype_v1
BAT-01896,2.1642,2.5982,44.0401,0.3931,219.6578,40.5876,synthetic_prototype_v1
BAT-01897,2.3639,1.328,44.8281,1.2038,153.5468,40.0,synthetic_prototype_v1
BAT-01898,1.1295,1.3979,22.4887,2.0218,175.1397,52.5306,synthetic_prototype_v1
BAT-01899,0.6437,1.2619,26.1088,2.162,119.0772,50.5488,synthetic_prototype_v1
BAT-01900,1.0782,1.3628,27.8434,2.9243,359.773,40.0,synthetic_prototype_v1
BAT-01901,0.6801,2.2697,5.6143,1.2072,321.2265,47.5268,synthetic_prototype_v1
BAT-01902,0.8088,1.0904,31.2607,2.3747,491.8013,44.0124,synthetic_prototype_v1
BAT-01903,1.3568,0.2389,23.6281,1.1305,120.7517,69.969,synthetic_prototype_v1
BAT-01904,0.5718,1.4349,30.0879,0.4795,269.7319,49.0404,synthetic_prototype_v1
BAT-01905,0.6615,0.7665,31.2382,2.9931,22.4866,41.5338,synthetic_prototype_v1
BAT-01906,1.0927,2.8643,6.4149,1.6629,214.7362,40.0,synthetic_prototype_v1
BAT-01907,1.2257,0.6847,18.2334,0.5185,23.0854,88.6007,synthetic_prototype_v1
BAT-01908,1.1854,1.8872,12.3839,2.8568,474.0991,40.1078,synthetic_prototype_v1
BAT-01909,0.7068,1.3017,21.8884,0.2133,63.634,57.2318,synthetic_prototype_v1
BAT-01910,1.4235,1.1656,21.9089,1.5754,468.3337,52.6637,synthetic_prototype_v1
BAT-01911,0.9792,1.0285,28.1363,0.4683,80.5065,68.6823,synthetic_prototype_v1
BAT-01912,1.4245,1.9546,32.5065,1.6104,279.5657,51.2484,synthetic_prototype_v1
BAT-01913,2.4098,0.2069,5.824,1.1146,187.0301,50.4274,synthetic_prototype_v1
BAT-01914,1.9959,0.8341,20.0346,0.2,114.9566,67.2051,synthetic_prototype_v1
BAT-01915,0.8268,1.3087,11.4866,1.341,294.8004,48.9039,synthetic_prototype_v1
BAT-01916,1.7791,0.3613,20.0012,2.5517,279.6518,46.2192,synthetic_prototype_v1
BAT-01917,1.2549,0.8071,24.7928,0.4752,92.4027,81.1316,synthetic_prototype_v1
BAT-01918,1.254,0.6201,20.4537,0.3773,69.2133,85.6017,synthetic_prototype_v1
BAT-01919,1.4587,1.8975,35.8479,0.295,132.403,52.0337,synthetic_prototype_v1
BAT-01920,2.1526,0.8308,45.6608,2.0348,463.1191,40.7693,synthetic_prototype_v1
BAT-01921,1.2039,0.217,27.4182,1.9988,307.6309,53.636,synthetic_prototype_v1
BAT-01922,0.5531,1.7256,32.5621,1.7895,362.2571,50.9214,synthetic_prototype_v1
BAT-01923,1.7356,2.0733,49.4618,1.1601,133.2061,40.0,synthetic_prototype_v1
BAT-01924,1.3467,0.2502,26.2398,0.8732,126.6407,74.1099,synthetic_prototype_v1
BAT-01925,1.5829,0.7033,22.654,0.6885,85.8146,84.3871,synthetic_prototype_v1
BAT-01926,0.9771,0.9474,36.7425,2.1547,348.3948,47.3889,synthetic_prototype_v1
BAT-01927,2.0749,1.5034,37.4739,2.1268,344.9367,52.1332,synthetic_prototype_v1
BAT-01928,1.4724,1.9628,10.4378,1.7339,202.6332,52.0625,synthetic_prototype_v1
BAT-01929,1.7233,0.7237,9.7856,0.7101,100.2484,60.4386,synthetic_prototype_v1
BAT-01930,2.2282,1.1622,8.6936,2.585,67.8028,44.9599,synthetic_prototype_v1
BAT-01931,1.0204,2.8199,32.4549,2.1488,54.9994,40.5049,synthetic_prototype_v1
BAT-01932,2.3559,1.0539,49.3356,0.6703,363.4663,40.0,synthetic_prototype_v1
BAT-01933,1.0823,0.8537,19.447,0.2421,176.5218,67.8471,synthetic_prototype_v1
BAT-01934,1.0475,0.6008,26.3816,0.4853,164.3961,67.1414,synthetic_prototype_v1
BAT-01935,1.5481,0.2996,22.5485,0.3922,210.5626,68.2222,synthetic_prototype_v1
BAT-01936,1.109,0.5447,29.8087,0.7109,52.1242,74.1271,synthetic_prototype_v1
BAT-01937,1.9596,2.3141,35.8966,0.9002,463.1757,46.189,synthetic_prototype_v1
BAT-01938,0.7694,0.9923,28.7508,0.3243,485.7217,54.4608,synthetic_prototype_v1
BAT-01939,1.4014,0.9185,21.7823,0.4496,158.8613,74.7168,synthetic_prototype_v1
BAT-01940,2.4395,2.0354,17.526,0.5524,239.7782,51.7104,synthetic_prototype_v1
BAT-01941,1.2873,0.807,6.4146,1.5683,291.3938,49.5247,synthetic_prototype_v1
BAT-01942,1.6315,2.7734,44.602,0.8994,39.5997,40.0,synthetic_prototype_v1
BAT-01943,1.3599,0.8293,27.0267,0.6072,91.6902,77.1389,synthetic_prototype_v1
BAT-01944,0.619,1.9482,6.8231,0.4216,338.8234,50.7425,synthetic_prototype_v1
BAT-01945,1.0691,1.1877,48.3238,0.7797,280.8474,40.0,synthetic_prototype_v1
BAT-01946,0.8033,0.387,18.5981,0.6551,225.5541,58.7397,synthetic_prototype_v1
BAT-01947,1.3638,0.6481,21.3194,0.5207,101.7014,84.2101,synthetic_prototype_v1
BAT-01948,1.5824,0.5296,22.3021,0.5308,53.3269,83.7546,synthetic_prototype_v1
BAT-01949,2.1582,2.7667,30.0015,1.2386,47.7255,40.7884,synthetic_prototype_v1
BAT-01950,0.8394,1.6616,48.4407,2.1967,159.0182,40.0,synthetic_prototype_v1
BAT-01951,1.4636,0.4696,27.0345,0.6976,181.2039,67.8498,synthetic_prototype_v1
BAT-01952,1.312,1.1383,16.7585,0.4607,70.1983,73.9904,synthetic_prototype_v1
BAT-01953,1.5842,2.6625,24.1096,0.909,450.0927,40.0,synthetic_prototype_v1
BAT-01954,1.3642,0.234,20.3443,2.8033,301.3228,42.2785,synthetic_prototype_v1
BAT-01955,1.82,2.0716,25.4875,2.6633,47.839,43.4749,synthetic_prototype_v1
BAT-01956,1.6601,0.3715,26.1469,0.703,214.6423,66.3301,synthetic_prototype_v1
BAT-01957,0.863,0.462,0.0157,1.9227,417.2151,41.5748,synthetic_prototype_v1
BAT-01958,1.9558,1.8666,32.4203,1.1004,110.7629,51.6842,synthetic_prototype_v1
BAT-01959,1.6253,1.6524,36.5824,0.6348,161.7103,53.0854,synthetic_prototype_v1
BAT-01960,1.4321,0.4498,15.5874,0.7117,198.8018,69.7725,synthetic_prototype_v1
BAT-01961,1.6088,2.5442,17.2849,1.7822,319.4432,47.1912,synthetic_prototype_v1
BAT-01962,2.202,1.6331,17.7256,0.8597,223.6661,54.2418,synthetic_prototype_v1
BAT-01963,1.7064,0.6444,24.7162,0.2063,32.515,80.2476,synthetic_prototype_v1
BAT-01964,1.3894,1.3129,2.2385,0.5559,194.4846,41.7957,synthetic_prototype_v1
BAT-01965,1.7079,2.0168,31.7414,0.4159,249.5343,51.4166,synthetic_prototype_v1
BAT-01966,0.9515,1.0773,27.572,0.2,97.2077,64.8854,synthetic_prototype_v1
BAT-01967,2.2962,0.8068,29.182,1.2066,134.3773,55.1408,synthetic_prototype_v1
BAT-01968,0.5819,1.1257,20.5025,0.4619,346.2443,53.1656,synthetic_prototype_v1
BAT-01969,0.7165,1.6185,22.9292,0.5023,60.7937,59.907,synthetic_prototype_v1
BAT-01970,0.5544,1.7919,27.4276,1.4382,430.1064,49.9743,synthetic_prototype_v1
BAT-01971,1.6309,0.8802,14.7981,1.2831,239.0305,56.8963,synthetic_prototype_v1
BAT-01972,1.8445,2.433,46.4154,2.098,460.6374,40.0,synthetic_prototype_v1
BAT-01973,1.7831,1.5702,16.2896,1.6019,351.8651,54.6157,synthetic_prototype_v1
BAT-01974,1.097,0.7894,16.6673,0.5675,87.3317,74.6675,synthetic_prototype_v1
BAT-01975,1.3041,0.3978,16.8463,0.585,283.3118,61.1174,synthetic_prototype_v1
BAT-01976,2.246,0.6721,21.1354,2.5429,287.0536,44.4707,synthetic_prototype_v1
BAT-01977,2.2151,1.2616,43.745,2.1577,98.8314,43.578,synthetic_prototype_v1
BAT-01978,0.6535,0.209,25.2457,0.261,377.2585,53.2835,synthetic_prototype_v1
BAT-01979,1.0829,0.8544,15.872,0.3463,27.938,76.8454,synthetic_prototype_v1
BAT-01980,0.8546,0.6055,28.5519,0.5662,133.2966,62.0818,synthetic_prototype_v1
BAT-01981,1.6006,2.3553,42.7904,2.2988,469.8574,40.0,synthetic_prototype_v1
BAT-01982,1.8349,0.4395,27.6594,1.0019,130.2516,62.887,synthetic_prototype_v1
BAT-01983,1.5112,0.6381,25.7904,0.9065,175.8695,72.9589,synthetic_prototype_v1
BAT-01984,1.8379,2.6675,2.3323,1.4575,49.16,40.8378,synthetic_prototype_v1
BAT-01985,2.0306,2.6615,5.3245,2.0564,41.8516,41.2079,synthetic_prototype_v1
BAT-01986,1.5096,0.3125,1.8778,1.8141,146.8093,43.2111,synthetic_prototype_v1
BAT-01987,0.6775,1.4405,12.161,0.3517,444.7262,48.1718,synthetic_prototype_v1
BAT-01988,1.4237,0.6745,13.0026,0.4295,178.0974,65.9455,synthetic_prototype_v1
BAT-01989,1.4731,0.9374,24.1848,0.7249,80.6852,80.3746,synthetic_prototype_v1
BAT-01990,0.6876,1.7498,37.2678,1.7971,351.9725,50.8774,synthetic_prototype_v1
BAT-01991,1.4341,0.7258,11.2015,0.4003,152.066,64.5496,synthetic_prototype_v1
BAT-01992,1.2782,0.7385,29.3192,2.9163,408.3348,41.0051,synthetic_prototype_v1
BAT-01993,1.6621,1.7541,12.3378,0.396,178.8783,58.1071,synthetic_prototype_v1
BAT-01994,1.3666,1.0234,27.5102,0.8534,47.3445,81.1155,synthetic_prototype_v1
BAT-01995,1.69,0.5383,26.8361,0.396,168.9155,68.6071,synthetic_prototype_v1
BAT-01996,1.9623,2.4108,20.1572,0.9801,440.4232,42.5189,synthetic_prototype_v1
BAT-01997,1.3159,1.2202,49.8334,1.0943,326.0901,41.1656,synthetic_prototype_v1
BAT-01998,1.7471,2.2905,45.0787,0.7467,378.1947,42.5297,synthetic_prototype_v1
BAT-01999,0.891,1.7586,30.9985,2.1283,178.9074,51.1869,synthetic_prototype_v1
BAT-02000,0.6425,0.7676,24.6354,0.3259,36.7038,62.6107,synthetic_prototype_v1
BAT-02001,1.4022,2.7058,27.03,0.6009,317.5629,40.0,synthetic_prototype_v1
BAT-02002,0.5423,0.3014,4.8313,2.9452,60.2709,40.0,synthetic_prototype_v1
BAT-02003,2.1041,1.5538,39.5915,1.8587,469.0024,47.7894,synthetic_prototype_v1
BAT-02004,2.3903,0.485,12.0739,1.7162,262.8365,48.6921,synthetic_prototype_v1
BAT-02005,2.3142,1.3639,11.2826,1.7904,425.3806,50.1235,synthetic_prototype_v1
BAT-02006,1.2042,1.1071,35.8168,0.2294,84.7005,59.1713,synthetic_prototype_v1
BAT-02007,0.5985,0.2678,44.0262,2.8308,415.6609,41.1102,synthetic_prototype_v1
BAT-02008,1.2461,1.7025,15.1346,0.9202,232.2728,54.1072,synthetic_prototype_v1
BAT-02009,1.3672,0.3958,24.7784,1.0019,68.8859,80.5519,synthetic_prototype_v1
BAT-02010,2.058,1.2751,8.5602,0.7573,384.4962,49.0999,synthetic_prototype_v1
BAT-02011,1.0604,0.7348,12.395,0.3215,56.6089,66.2611,synthetic_prototype_v1
BAT-02012,1.864,0.378,28.1584,0.3533,197.2741,61.4325,synthetic_prototype_v1
BAT-02013,1.5376,0.4328,22.4058,1.0635,106.6508,73.0698,synthetic_prototype_v1
BAT-02014,1.5744,0.9422,1.2852,1.2205,261.4394,40.0,synthetic_prototype_v1
BAT-02015,0.7146,1.375,25.5008,2.7803,347.3837,40.0,synthetic_prototype_v1
BAT-02016,1.6098,0.7049,32.9803,0.447,58.4853,69.315,synthetic_prototype_v1
BAT-02017,1.9956,0.9278,23.6353,0.2674,38.9382,68.1017,synthetic_prototype_v1
BAT-02018,1.297,2.8886,13.786,0.9867,390.4151,40.0,synthetic_prototype_v1
BAT-02019,1.6072,2.4563,2.4869,1.4995,432.4579,40.0,synthetic_prototype_v1
BAT-02020,2.1188,0.5847,27.0522,0.3556,32.785,64.2633,synthetic_prototype_v1
BAT-02021,1.511,1.4857,40.4523,1.8053,29.8084,51.752,synthetic_prototype_v1
BAT-02022,1.179,1.8472,3.3177,1.6168,419.0778,40.9932,synthetic_prototype_v1
BAT-02023,1.703,1.0174,15.4554,0.7119,101.4409,71.0996,synthetic_prototype_v1
BAT-02024,1.4615,0.5797,27.1776,0.7811,76.1241,80.537,synthetic_prototype_v1
BAT-02025,2.4796,1.5309,26.8923,0.8881,238.483,51.7971,synthetic_prototype_v1
BAT-02026,1.4252,0.6809,21.7411,0.2744,258.6997,65.0981,synthetic_prototype_v1
BAT-02027,1.7131,0.5749,26.5661,1.8777,292.6912,52.7487,synthetic_prototype_v1
BAT-02028,0.8054,0.4979,8.6825,1.4341,327.9977,50.254,synthetic_prototype_v1
BAT-02029,0.7807,0.8215,17.8654,1.8552,90.7898,55.7339,synthetic_prototype_v1
BAT-02030,1.5073,2.3303,37.93,1.4992,243.7378,47.6358,synthetic_prototype_v1
BAT-02031,1.1853,2.072,49.1947,2.5104,460.3411,41.9663,synthetic_prototype_v1
BAT-02032,0.915,0.4921,27.2475,0.3202,181.983,60.2626,synthetic_prototype_v1
BAT-02033,1.606,1.9181,34.9121,0.9131,237.8415,51.4671,synthetic_prototype_v1
BAT-02034,1.4156,0.8682,37.2686,0.4132,200.4475,55.2744,synthetic_prototype_v1
BAT-02035,0.8504,0.6272,19.4722,1.6844,181.0352,52.7944,synthetic_prototype_v1
BAT-02036,1.4379,1.1761,33.1312,0.6337,130.1509,63.0712,synthetic_prototype_v1
BAT-02037,2.3553,0.7426,8.6256,1.0552,376.2493,51.7824,synthetic_prototype_v1
BAT-02038,1.7646,2.8195,7.3582,2.3894,311.0223,40.0,synthetic_prototype_v1
BAT-02039,0.6563,2.2275,47.7262,1.6689,126.7459,40.431,synthetic_prototype_v1
BAT-02040,2.0168,1.1206,45.6169,0.9289,225.04,40.0,synthetic_prototype_v1
BAT-02041,1.7042,0.7832,1.4026,2.2506,17.6318,40.0,synthetic_prototype_v1
BAT-02042,0.8152,1.616,16.2996,0.4114,83.2682,58.8376,synthetic_prototype_v1
BAT-02043,1.3471,0.7363,34.599,0.4367,86.7107,64.6988,synthetic_prototype_v1
BAT-02044,1.4005,0.9627,33.9515,0.5673,224.9838,59.7227,synthetic_prototype_v1
BAT-02045,1.2753,0.5615,23.3043,0.2,88.1827,79.5395,synthetic_prototype_v1
BAT-02046,0.7008,1.05,22.2518,1.9907,116.6119,50.9599,synthetic_prototype_v1
BAT-02047,1.4315,2.6272,22.4335,2.8881,278.4616,40.0,synthetic_prototype_v1
BAT-02048,1.814,0.5783,24.3014,1.0586,207.6994,65.5988,synthetic_prototype_v1
BAT-02049,1.2988,0.2,6.3316,0.2175,33.9784,59.0703,synthetic_prototype_v1
BAT-02050,0.6067,1.4615,25.4737,1.894,445.7394,54.2209,synthetic_prototype_v1
BAT-02051,1.1219,2.8431,14.9362,1.5318,186.3833,42.2652,synthetic_prototype_v1
BAT-02052,1.9372,0.3957,28.1319,0.2,190.4029,57.6286,synthetic_prototype_v1
BAT-02053,1.8506,2.8715,43.6996,1.3773,264.0497,40.0,synthetic_prototype_v1
BAT-02054,1.4873,1.5077,43.3121,1.1718,338.0654,42.5699,synthetic_prototype_v1
BAT-02055,1.8233,2.1373,38.9552,0.7656,345.1108,46.9704,synthetic_prototype_v1
BAT-02056,2.3807,0.6612,9.0476,1.6221,384.8984,49.578,synthetic_prototype_v1
BAT-02057,1.2544,0.7197,18.1776,0.8345,53.438,82.3094,synthetic_prototype_v1
BAT-02058,2.003,1.0215,10.6396,1.3099,43.2355,57.0863,synthetic_prototype_v1
BAT-02059,1.0797,2.3182,19.5693,1.1686,135.5408,47.0124,synthetic_prototype_v1
BAT-02060,0.5982,2.3098,40.9127,1.5822,430.157,42.3783,synthetic_prototype_v1
BAT-02061,1.4622,0.257,48.8503,2.5192,325.1554,41.6014,synthetic_prototype_v1
BAT-02062,1.6695,0.5357,28.4219,2.0952,390.5652,53.2329,synthetic_prototype_v1
BAT-02063,0.7282,0.3752,41.5173,2.1952,327.2696,44.2228,synthetic_prototype_v1
BAT-02064,2.46,0.9241,33.3302,0.9008,369.8202,48.514,synthetic_prototype_v1
BAT-02065,1.7569,0.2375,17.0299,0.8652,240.9995,62.2292,synthetic_prototype_v1
BAT-02066,1.1393,2.704,14.3915,1.2063,138.582,40.5455,synthetic_prototype_v1
BAT-02067,1.4004,0.7655,8.0171,0.6063,196.5055,57.5168,synthetic_prototype_v1
BAT-02068,1.0922,0.3986,24.4336,0.3391,88.1017,73.4235,synthetic_prototype_v1
BAT-02069,1.4069,0.2,28.6524,0.2,222.1134,68.3637,synthetic_prototype_v1
BAT-02070,2.3851,0.4214,48.653,2.041,435.1931,40.0,synthetic_prototype_v1
BAT-02071,1.954,2.0876,18.1867,0.4935,404.2871,47.9379,synthetic_prototype_v1
BAT-02072,1.4523,1.6548,35.7655,1.6702,106.5439,51.8767,synthetic_prototype_v1
BAT-02073,0.5652,1.2911,2.9581,0.407,154.5883,40.0,synthetic_prototype_v1
BAT-02074,0.5903,0.2018,42.2365,0.788,479.9908,43.1392,synthetic_prototype_v1
BAT-02075,1.6299,0.6143,17.5115,1.8076,343.7189,52.7752,synthetic_prototype_v1
BAT-02076,0.9304,1.5326,20.5577,1.1421,342.1421,52.8166,synthetic_prototype_v1
BAT-02077,1.2599,0.2,20.7101,0.6731,244.9542,65.7083,synthetic_prototype_v1
BAT-02078,1.0415,2.2986,31.1357,2.8428,115.0768,40.0,synthetic_prototype_v1
BAT-02079,1.6706,0.6515,20.8832,0.6028,175.74,70.8301,synthetic_prototype_v1
BAT-02080,1.8665,1.5874,21.5113,2.417,108.1729,44.911,synthetic_prototype_v1
BAT-02081,0.9318,0.2699,28.1735,0.8603,377.86,54.6559,synthetic_prototype_v1
BAT-02082,1.5441,0.9872,24.6523,0.5259,104.6316,79.1132,synthetic_prototype_v1
BAT-02083,1.3338,0.6177,26.8594,0.9285,223.1405,66.6569,synthetic_prototype_v1
BAT-02084,2.0107,2.6036,48.4325,0.2648,236.579,40.0,synthetic_prototype_v1
BAT-02085,1.7851,0.7162,11.4706,0.8877,235.1245,57.4124,synthetic_prototype_v1
BAT-02086,1.0747,0.2,24.3241,0.4504,78.0211,73.9056,synthetic_prototype_v1
BAT-02087,1.2702,2.9101,8.4246,0.9279,490.5323,42.5798,synthetic_prototype_v1
BAT-02088,2.3181,1.5635,1.3774,1.8943,31.1105,40.0,synthetic_prototype_v1
BAT-02089,1.9228,2.1079,22.9422,0.902,80.4826,52.8256,synthetic_prototype_v1
BAT-02090,1.1635,0.9542,21.3721,0.7646,99.6593,74.6984,synthetic_prototype_v1
BAT-02091,2.1824,1.2996,32.6024,2.0526,348.4303,49.6675,synthetic_prototype_v1
BAT-02092,0.8407,1.7787,12.4761,1.2042,354.0253,50.7361,synthetic_prototype_v1
BAT-02093,2.0984,1.5511,28.7702,1.5621,257.7691,50.5066,synthetic_prototype_v1
BAT-02094,0.9534,2.3468,41.544,1.625,420.7568,42.646,synthetic_prototype_v1
BAT-02095,1.0064,2.3335,49.049,0.4881,93.6397,40.2823,synthetic_prototype_v1
BAT-02096,2.1455,2.3641,45.5493,0.9019,263.9429,40.417,synthetic_prototype_v1
BAT-02097,1.2543,1.3466,9.1494,0.7104,109.8476,58.8736,synthetic_prototype_v1
BAT-02098,1.5146,1.6167,39.1418,0.9288,407.8432,52.1795,synthetic_prototype_v1
BAT-02099,1.1683,1.4636,5.2072,0.7732,466.5355,48.1751,synthetic_prototype_v1
BAT-02100,1.5109,0.9495,29.4526,0.2418,120.0271,71.3431,synthetic_prototype_v1
BAT-02101,2.4982,2.3023,35.4522,2.8906,468.4814,40.0,synthetic_prototype_v1
BAT-02102,2.1953,2.7499,12.9269,2.6445,59.1078,40.392,synthetic_prototype_v1
BAT-02103,1.3261,0.6886,24.5033,0.2,129.5321,76.2266,synthetic_prototype_v1
BAT-02104,1.8553,2.2469,8.1708,2.483,467.7015,41.7493,synthetic_prototype_v1
BAT-02105,1.5383,2.422,19.3411,0.5015,12.1788,49.2911,synthetic_prototype_v1
BAT-02106,2.0682,0.8036,6.6631,2.3266,340.6506,50.0758,synthetic_prototype_v1
BAT-02107,1.8607,0.6729,32.5201,0.2,92.369,62.9738,synthetic_prototype_v1
BAT-02108,1.6118,2.3673,38.9304,1.6323,464.8697,41.7682,synthetic_prototype_v1
BAT-02109,1.5865,0.7786,23.3135,0.7528,56.9194,82.9423,synthetic_prototype_v1
BAT-02110,1.0463,1.8874,7.1194,1.2525,394.8659,51.4121,synthetic_prototype_v1
BAT-02111,1.985,0.3202,21.8423,0.6285,248.5659,56.5575,synthetic_prototype_v1
BAT-02112,1.9983,0.8762,10.4085,1.0117,145.3085,57.8408,synthetic_prototype_v1
BAT-02113,2.2671,2.4953,36.9937,2.4607,91.8873,40.0195,synthetic_prototype_v1
BAT-02114,1.3047,1.803,11.952,0.7411,116.902,57.6802,synthetic_prototype_v1
BAT-02115,1.8075,2.7451,46.447,2.0213,371.0731,40.0,synthetic_prototype_v1
BAT-02116,0.8619,1.1908,37.9836,2.4613,188.1416,50.0084,synthetic_prototype_v1
BAT-02117,1.3772,1.0913,18.4061,0.4364,32.896,80.8339,synthetic_prototype_v1
BAT-02118,0.7548,0.9305,20.5591,0.2821,130.2054,59.1793,synthetic_prototype_v1
BAT-02119,0.5919,1.7621,49.8879,2.4532,98.5049,41.7667,synthetic_prototype_v1
BAT-02120,0.5974,0.6599,27.4734,2.3366,432.9594,43.5843,synthetic_prototype_v1
BAT-02121,1.6971,0.2,34.1344,0.933,62.8771,60.276,synthetic_prototype_v1
BAT-02122,1.2589,0.8835,8.8022,1.8306,258.7361,53.2315,synthetic_prototype_v1
BAT-02123,1.1713,0.8786,26.823,0.7388,55.0593,80.5929,synthetic_prototype_v1
BAT-02124,1.2614,1.0321,17.9518,0.3986,58.5306,76.3736,synthetic_prototype_v1
BAT-02125,1.0407,0.5888,25.6461,0.9891,353.0861,58.8098,synthetic_prototype_v1
BAT-02126,2.1988,2.6071,38.4365,0.656,267.9302,43.7017,synthetic_prototype_v1
BAT-02127,1.6245,0.594,16.4091,0.7512,215.1399,65.4017,synthetic_prototype_v1
BAT-02128,1.9338,1.5115,31.6115,0.7253,380.4638,53.7478,synthetic_prototype_v1
BAT-02129,2.3757,0.6899,43.4373,2.1261,88.5345,42.6091,synthetic_prototype_v1
BAT-02130,1.5529,2.9075,5.9531,1.9013,321.8653,40.0,synthetic_prototype_v1
BAT-02131,1.4522,0.8133,15.2731,1.0547,219.226,63.9251,synthetic_prototype_v1
BAT-02132,0.7729,0.4063,4.4759,2.7105,14.6663,40.2413,synthetic_prototype_v1
BAT-02133,2.3499,0.9945,30.0446,0.5731,124.5153,51.8237,synthetic_prototype_v1
BAT-02134,1.1618,0.9283,19.2348,1.1663,166.4533,64.4033,synthetic_prototype_v1
BAT-02135,1.1405,1.1331,24.7726,0.565,239.0679,63.0085,synthetic_prototype_v1
BAT-02136,1.4369,0.3598,27.4624,0.5931,141.2255,72.5637,synthetic_prototype_v1
BAT-02137,1.699,0.4267,21.2741,0.6713,166.0887,72.9061,synthetic_prototype_v1
BAT-02138,0.5241,2.1132,36.7352,2.6969,256.6147,44.4495,synthetic_prototype_v1
BAT-02139,1.2484,0.4049,19.5659,0.5086,202.0739,68.7,synthetic_prototype_v1
BAT-02140,1.0011,0.8501,33.0935,0.54,137.6872,58.099,synthetic_prototype_v1
BAT-02141,0.6872,2.5673,39.5207,2.4659,237.0089,40.8648,synthetic_prototype_v1
BAT-02142,0.8852,2.2557,35.471,0.857,159.8929,46.7212,synthetic_prototype_v1
BAT-02143,2.0911,0.8627,45.9766,1.1524,400.9863,40.0,synthetic_prototype_v1
BAT-02144,1.3964,0.2752,34.5352,1.4179,360.3844,50.1072,synthetic_prototype_v1
BAT-02145,1.3189,0.4246,20.4995,0.6874,221.3283,71.6339,synthetic_prototype_v1
BAT-02146,2.086,1.9129,19.7467,2.9965,46.2311,41.0891,synthetic_prototype_v1
BAT-02147,0.832,1.6853,42.3307,1.8842,26.7494,46.1089,synthetic_prototype_v1
BAT-02148,2.1082,0.3119,9.4366,1.212,79.5388,54.93,synthetic_prototype_v1
BAT-02149,2.0459,1.4738,8.0136,1.9408,461.2024,47.6034,synthetic_prototype_v1
BAT-02150,1.4439,0.9465,16.5797,0.7423,133.0228,73.8494,synthetic_prototype_v1
BAT-02151,1.968,1.6363,22.5437,1.3882,442.3873,51.7666,synthetic_prototype_v1
BAT-02152,2.3583,0.3091,41.0032,1.9904,120.7435,45.4899,synthetic_prototype_v1
BAT-02153,1.5144,0.3986,20.352,0.7893,69.3318,85.191,synthetic_prototype_v1
BAT-02154,0.5097,2.6886,33.088,0.5906,388.559,42.4799,synthetic_prototype_v1
BAT-02155,1.866,1.0248,26.412,1.8043,365.2506,52.5091,synthetic_prototype_v1
BAT-02156,0.5316,1.3316,23.7915,2.4865,154.9639,43.8279,synthetic_prototype_v1
BAT-02157,1.1439,0.2417,26.9531,0.4812,73.1316,72.347,synthetic_prototype_v1
BAT-02158,1.0875,1.0361,18.5469,0.2516,84.3851,70.1019,synthetic_prototype_v1
BAT-02159,1.5965,2.9458,11.0581,1.1524,82.573,41.2367,synthetic_prototype_v1
BAT-02160,1.1052,1.0781,21.2488,0.8739,197.2098,66.2983,synthetic_prototype_v1
BAT-02161,1.6288,1.9032,25.8996,2.0923,152.3228,51.7282,synthetic_prototype_v1
