experiment_id,coagulant_dose_mg_l,ph,contact_time_min,temperature_c,mixing_speed_rpm,turbidity_removal_percent,source
WAT-01900,32.4629,6.4917,69.0397,39.0541,228.4556,35.7275,synthetic_prototype_v1
WAT-01901,13.5545,8.435,17.9129,17.5899,208.789,37.034,synthetic_prototype_v1
WAT-01902,19.6702,5.9079,76.8997,32.1832,295.817,30.0,synthetic_prototype_v1
WAT-01903,38.2703,5.8372,18.4542,8.6187,155.3786,56.1734,synthetic_prototype_v1
WAT-01904,8.4104,6.6461,74.2023,8.494,182.5163,42.671,synthetic_prototype_v1
WAT-01905,12.6699,5.2139,76.8479,39.914,56.3707,41.1492,synthetic_prototype_v1
WAT-01906,33.1544,9.7093,19.7542,23.2868,154.4573,31.7182,synthetic_prototype_v1
WAT-01907,33.0294,7.0258,18.4257,20.5759,150.3465,64.275,synthetic_prototype_v1
WAT-01908,37.5578,7.6153,33.483,38.2095,286.7853,30.2509,synthetic_prototype_v1
WAT-01909,14.8233,6.3607,55.3434,5.1663,77.3643,45.4713,synthetic_prototype_v1
WAT-01910,48.8641,6.0692,55.3905,22.193,283.8437,30.0,synthetic_prototype_v1
WAT-01911,23.1692,7.9427,32.6169,24.8482,150.3555,49.6258,synthetic_prototype_v1
WAT-01912,48.9117,7.7599,79.765,22.6303,187.5335,50.4585,synthetic_prototype_v1
WAT-01913,95.7153,4.0149,18.3953,16.4322,140.3215,30.0,synthetic_prototype_v1
WAT-01914,63.8347,7.4243,9.0873,18.3811,140.5763,47.6265,synthetic_prototype_v1
WAT-01915,20.5222,6.3758,31.4191,19.2631,195.3063,46.7972,synthetic_prototype_v1
WAT-01916,65.7585,4.3456,51.0029,34.3963,187.5774,30.0,synthetic_prototype_v1
WAT-01917,34.196,7.3522,69.595,19.8523,76.3136,67.0768,synthetic_prototype_v1
WAT-01918,34.1591,6.8536,16.2247,18.2823,100.1696,74.6011,synthetic_prototype_v1
WAT-01919,50.5401,7.6375,87.4502,6.1879,112.4505,63.0718,synthetic_prototype_v1
WAT-01920,83.4977,5.3518,110.0198,27.9351,281.1832,30.0,synthetic_prototype_v1
WAT-01921,38.4333,4.0363,68.062,27.4845,201.8525,30.9221,synthetic_prototype_v1
WAT-01922,7.5206,7.2691,79.8928,24.8683,229.723,30.0,synthetic_prototype_v1
WAT-01923,63.6899,8.0142,118.7621,17.0007,112.8603,46.599,synthetic_prototype_v1
WAT-01924,37.8665,5.8672,109.9675,10.067,111.5056,72.5033,synthetic_prototype_v1
WAT-01925,47.3174,7.0756,58.7071,16.7144,96.0826,74.9904,synthetic_prototype_v1
WAT-01926,27.6625,5.6016,89.5077,29.4334,222.6504,33.4485,synthetic_prototype_v1
WAT-01927,79.8061,6.793,91.1899,29.0852,220.8861,32.2597,synthetic_prototype_v1
WAT-01928,51.1882,7.7775,29.0069,24.1733,148.2823,61.6096,synthetic_prototype_v1
WAT-01929,52.9331,7.1299,25.0582,20.7562,84.1242,63.253,synthetic_prototype_v1
WAT-01930,87.0903,6.0619,24.9953,34.8119,79.4912,33.7756,synthetic_prototype_v1
WAT-01931,29.7175,9.6141,79.6462,29.3603,72.9589,30.0,synthetic_prototype_v1
WAT-01932,93.1572,5.8297,118.4719,10.8782,230.34,30.0,synthetic_prototype_v1
WAT-01933,27.2927,7.4766,49.6918,26.9705,132.435,68.3734,synthetic_prototype_v1
WAT-01934,25.9007,6.8021,64.3817,20.6614,109.3584,72.1732,synthetic_prototype_v1
WAT-01935,45.9245,5.9989,31.9016,17.4263,151.1283,64.7935,synthetic_prototype_v1
WAT-01936,28.3594,6.6526,14.7994,17.6928,147.4541,63.0757,synthetic_prototype_v1
WAT-01937,74.3292,8.5302,87.5623,13.7528,281.2121,32.79,synthetic_prototype_v1
WAT-01938,17.7957,5.6979,71.1267,6.5542,292.7151,30.0,synthetic_prototype_v1
WAT-01939,40.056,7.6493,120.0,19.4911,125.3124,74.4645,synthetic_prototype_v1
WAT-01940,97.1283,7.9329,45.3099,9.4052,167.2338,32.1672,synthetic_prototype_v1
WAT-01941,42.3949,5.3008,19.7535,22.1041,193.5683,40.5492,synthetic_prototype_v1
WAT-01942,58.7483,9.5145,107.5845,13.7427,65.1019,30.0,synthetic_prototype_v1
WAT-01943,38.397,7.4114,42.794,27.5052,116.7152,78.4705,synthetic_prototype_v1
WAT-01944,10.6512,7.7462,20.6931,7.7696,217.767,35.6959,synthetic_prototype_v1
WAT-01945,32.0314,6.1165,116.1448,12.2459,188.1875,50.9804,synthetic_prototype_v1
WAT-01946,16.1332,6.2321,20.5349,16.932,143.9716,47.2275,synthetic_prototype_v1
WAT-01947,38.5537,6.9283,48.2825,13.439,72.3842,64.6499,synthetic_prototype_v1
WAT-01948,47.2952,6.6123,79.5262,21.6129,163.0524,67.7799,synthetic_prototype_v1
WAT-01949,83.7633,9.5002,74.0034,17.9822,69.2477,30.2068,synthetic_prototype_v1
WAT-01950,21.1228,7.132,116.4136,29.9593,126.0297,59.5367,synthetic_prototype_v1
WAT-01951,42.5454,6.4523,45.0756,18.1411,135.0608,81.7673,synthetic_prototype_v1
WAT-01952,36.4805,8.2354,13.1944,19.4525,117.0631,54.1052,synthetic_prototype_v1
WAT-01953,56.4975,9.2768,60.4522,13.8625,274.5371,32.3191,synthetic_prototype_v1
WAT-01954,46.0488,4.0728,51.7919,37.5418,198.6341,32.0014,synthetic_prototype_v1
WAT-01955,67.6996,8.0107,63.6212,35.7908,69.3056,42.629,synthetic_prototype_v1
WAT-01956,50.402,6.1906,38.9694,28.3162,105.0286,72.1201,synthetic_prototype_v1
WAT-01957,22.2423,4.5614,5.0362,26.5342,257.7628,30.0,synthetic_prototype_v1
WAT-01958,74.1487,7.5713,79.5667,16.2545,101.4097,42.431,synthetic_prototype_v1
WAT-01959,58.4535,7.1122,89.1395,10.4346,127.4032,62.2849,synthetic_prototype_v1
WAT-01960,41.2835,6.3994,35.1103,13.7703,150.702,69.8513,synthetic_prototype_v1
WAT-01961,57.6696,9.0232,44.7552,24.7774,207.8792,35.9523,synthetic_prototype_v1
WAT-01962,85.8447,7.0709,45.769,13.2464,159.0133,35.9597,synthetic_prototype_v1
WAT-01963,52.2555,6.9183,9.3605,19.8934,159.9408,56.7443,synthetic_prototype_v1
WAT-01964,47.2454,6.3848,10.1485,9.4487,144.1248,60.8646,synthetic_prototype_v1
WAT-01965,62.3747,7.8931,78.0052,7.6991,172.2114,41.7697,synthetic_prototype_v1
WAT-01966,22.0583,8.0727,53.833,12.4814,58.8162,41.4091,synthetic_prototype_v1
WAT-01967,90.3214,5.3003,72.1187,17.5822,113.4578,32.5757,synthetic_prototype_v1
WAT-01968,8.89,5.9836,52.1558,8.2736,221.5532,35.8137,synthetic_prototype_v1
WAT-01969,15.2837,7.0397,57.7371,8.7786,75.9152,47.2106,synthetic_prototype_v1
WAT-01970,7.5823,7.4113,68.0835,20.4775,264.34,31.0184,synthetic_prototype_v1
WAT-01971,49.2351,7.5473,6.2239,27.2089,79.6257,56.5984,synthetic_prototype_v1
WAT-01972,68.8628,8.7851,111.7553,28.7253,279.917,30.0,synthetic_prototype_v1
WAT-01973,65.9483,6.9362,42.466,22.5232,224.421,35.3714,synthetic_prototype_v1
WAT-01974,27.8783,7.305,13.2633,20.9493,110.7881,61.9686,synthetic_prototype_v1
WAT-01975,43.1945,4.4239,43.7466,9.813,189.4448,32.3661,synthetic_prototype_v1
WAT-01976,87.9338,5.0117,53.6115,34.2859,191.3539,35.4068,synthetic_prototype_v1
WAT-01977,86.4694,6.2748,105.6134,29.4714,95.3222,32.8743,synthetic_prototype_v1
WAT-01978,12.2903,4.0192,63.0652,5.7629,237.3768,30.0,synthetic_prototype_v1
WAT-01979,27.3177,7.4783,8.0218,11.3135,155.5127,53.6902,synthetic_prototype_v1
WAT-01980,18.183,6.8146,33.9042,19.1289,86.1609,56.7074,synthetic_prototype_v1
WAT-01981,57.2807,8.6185,103.418,31.2348,284.6211,30.0,synthetic_prototype_v1
WAT-01982,57.3977,6.372,81.2609,24.8612,141.4649,66.7117,synthetic_prototype_v1
WAT-01983,44.4482,6.9017,120.0,18.4261,105.5884,80.1701,synthetic_prototype_v1
WAT-01984,68.55,9.2874,10.3644,20.7183,69.9796,30.0,synthetic_prototype_v1
WAT-01985,77.7055,9.2747,17.2463,28.2054,66.2508,30.0,synthetic_prototype_v1
WAT-01986,52.9552,4.2411,9.3189,25.1757,119.8007,30.0124,synthetic_prototype_v1
WAT-01987,13.4298,6.6583,32.9704,6.896,271.7991,30.0,synthetic_prototype_v1
WAT-01988,40.9479,6.9987,15.2939,18.7865,163.7824,60.868,synthetic_prototype_v1
WAT-01989,42.9246,7.6999,14.4279,21.5753,165.9244,54.7141,synthetic_prototype_v1
WAT-01990,13.9117,7.3211,90.7159,24.9642,224.4758,37.3034,synthetic_prototype_v1
WAT-01991,41.363,7.1354,65.8761,19.5271,106.7565,81.4161,synthetic_prototype_v1
WAT-01992,41.9642,5.1539,72.4342,38.9541,253.2321,32.2072,synthetic_prototype_v1
WAT-01993,60.2008,7.3303,33.377,7.4501,136.1624,55.3486,synthetic_prototype_v1
WAT-01994,38.662,7.9291,60.4207,12.746,164.1556,56.0672,synthetic_prototype_v1
WAT-01995,51.6011,6.6353,120.0,19.3886,66.8329,58.0702,synthetic_prototype_v1
WAT-01996,74.4579,8.7373,51.3615,14.7518,269.6037,30.5344,synthetic_prototype_v1
WAT-01997,43.7563,6.1862,119.6167,16.1788,211.2705,42.9404,synthetic_prototype_v1
WAT-01998,64.2369,8.4796,108.681,11.8336,237.8545,30.0,synthetic_prototype_v1
WAT-01999,23.5721,7.34,76.2966,29.1033,136.1772,68.1051,synthetic_prototype_v1
WAT-02000,11.7682,5.2163,61.6614,6.5734,63.6244,41.2219,synthetic_prototype_v1
WAT-02001,47.8536,9.3695,67.169,10.0113,206.9199,31.1235,synthetic_prototype_v1
WAT-02002,7.0091,4.2173,16.1119,39.315,75.6484,30.0,synthetic_prototype_v1
WAT-02003,81.1957,6.9011,96.0604,25.7339,284.1849,30.0,synthetic_prototype_v1
WAT-02004,94.7891,4.6106,32.77,23.952,178.9982,30.0,synthetic_prototype_v1
WAT-02005,91.1732,6.4941,30.95,24.88,261.9289,30.0,synthetic_prototype_v1
WAT-02006,38.4514,5.9439,87.3787,5.3677,88.1125,67.9919,synthetic_prototype_v1
WAT-02007,9.6791,4.1454,106.2604,37.8851,256.9698,31.2162,synthetic_prototype_v1
WAT-02008,40.4408,7.2197,39.8095,14.0019,163.4045,64.0053,synthetic_prototype_v1
WAT-02009,38.6863,6.2555,78.9143,23.4578,113.4815,84.0227,synthetic_prototype_v1
WAT-02010,79.0047,6.3037,24.6886,11.9667,241.0695,30.4908,synthetic_prototype_v1
WAT-02011,26.4169,7.1594,5.0,26.2484,110.2333,57.9989,synthetic_prototype_v1
WAT-02012,58.5598,6.208,80.704,11.915,137.3895,58.4001,synthetic_prototype_v1
WAT-02013,45.5041,6.3541,20.386,24.6195,176.186,56.6697,synthetic_prototype_v1
WAT-02014,56.0358,5.5905,7.9559,17.7566,178.2854,41.4497,synthetic_prototype_v1
WAT-02015,15.1947,6.518,63.6519,37.2535,222.1346,37.3438,synthetic_prototype_v1
WAT-02016,48.3905,7.0797,12.4586,16.8276,145.4452,63.7493,synthetic_prototype_v1
WAT-02017,63.8249,7.6741,9.586,17.9104,111.4827,48.8309,synthetic_prototype_v1
WAT-02018,42.8581,9.7614,36.7077,14.8342,244.0893,32.114,synthetic_prototype_v1
WAT-02019,57.59,8.8349,10.72,21.2435,265.5397,30.0,synthetic_prototype_v1
WAT-02020,68.7509,6.7592,5.6878,5.6293,113.289,43.9099,synthetic_prototype_v1
WAT-02021,53.0228,6.7552,98.0403,25.0659,60.1063,56.9274,synthetic_prototype_v1
WAT-02022,37.2504,7.5296,12.6307,22.7097,258.7132,30.0,synthetic_prototype_v1
WAT-02023,52.1195,7.913,29.1704,31.1867,86.981,52.993,synthetic_prototype_v1
WAT-02024,42.461,6.746,69.505,20.8847,118.5955,86.022,synthetic_prototype_v1
WAT-02025,99.0332,6.852,66.8523,13.6017,166.5729,30.9781,synthetic_prototype_v1
WAT-02026,48.947,5.0305,55.0045,5.9299,176.8876,42.2294,synthetic_prototype_v1
WAT-02027,62.6205,4.8033,66.102,25.9706,194.2302,31.2795,synthetic_prototype_v1
WAT-02028,19.5056,4.6383,24.9699,20.4268,212.2437,30.7391,synthetic_prototype_v1
WAT-02029,18.3323,5.3317,46.0905,25.6902,91.2193,41.0368,synthetic_prototype_v1
WAT-02030,52.8451,8.565,92.2391,21.2402,169.254,47.8118,synthetic_prototype_v1
WAT-02031,37.5518,8.0115,118.1479,33.8804,279.7659,30.8698,synthetic_prototype_v1
WAT-02032,20.6016,6.5123,7.8465,23.7903,119.7257,54.7152,synthetic_prototype_v1
WAT-02033,57.5343,7.6816,85.2979,13.9133,166.2456,51.0238,synthetic_prototype_v1
WAT-02034,40.6251,7.5152,57.9273,30.1334,71.0763,59.5084,synthetic_prototype_v1
WAT-02035,21.6422,4.9154,49.7862,23.5549,137.2629,37.5723,synthetic_prototype_v1
WAT-02036,41.5166,8.3362,53.1805,21.3356,88.7119,52.2076,synthetic_prototype_v1
WAT-02037,93.1285,5.1628,24.8389,15.6905,236.8619,30.0,synthetic_prototype_v1
WAT-02038,65.0669,9.6133,21.9238,32.3675,203.5828,33.478,synthetic_prototype_v1
WAT-02039,12.4248,8.3446,114.7704,23.361,109.5642,43.385,synthetic_prototype_v1
WAT-02040,77.0501,5.9727,109.9189,14.1111,159.7143,39.7089,synthetic_prototype_v1
WAT-02041,62.2013,5.2497,8.226,30.6329,53.8938,39.8052,synthetic_prototype_v1
WAT-02042,19.9731,7.0343,42.489,7.6429,87.3818,52.916,synthetic_prototype_v1
WAT-02043,37.8845,7.1636,39.3111,16.6757,120.862,79.7982,synthetic_prototype_v1
WAT-02044,40.021,7.7671,14.1723,19.0292,106.9462,61.1882,synthetic_prototype_v1
WAT-02045,35.0131,6.6972,39.3472,21.4013,128.5027,76.9378,synthetic_prototype_v1
WAT-02046,14.5376,5.8215,56.1791,27.3838,104.3938,52.0799,synthetic_prototype_v1
WAT-02047,49.247,9.2011,56.5971,38.6007,186.9702,30.0,synthetic_prototype_v1
WAT-02048,56.5611,6.742,8.4937,8.7415,168.9397,48.257,synthetic_prototype_v1
WAT-02049,35.9509,5.6248,66.4866,13.5581,60.0893,48.2648,synthetic_prototype_v1
WAT-02050,10.0659,6.7032,63.5896,26.1753,272.316,30.8256,synthetic_prototype_v1
WAT-02051,34.5413,9.6637,39.3532,21.6478,139.9915,30.6589,synthetic_prototype_v1
WAT-02052,61.4896,6.2551,25.5708,18.6016,105.2719,50.5486,synthetic_prototype_v1
WAT-02053,69.154,9.7246,105.509,19.7161,179.6172,30.0,synthetic_prototype_v1
WAT-02054,51.8988,6.8023,104.6178,17.1474,217.3803,42.8535,synthetic_prototype_v1
WAT-02055,67.8578,8.1513,94.5969,12.0696,220.9749,35.2451,synthetic_prototype_v1
WAT-02056,94.3334,4.9882,25.8096,22.7762,241.2747,32.0584,synthetic_prototype_v1
WAT-02057,34.1743,7.1192,46.6441,12.1566,83.0416,70.2182,synthetic_prototype_v1
WAT-02058,76.3944,5.7603,29.471,18.8735,66.9569,33.6541,synthetic_prototype_v1
WAT-02059,32.5342,8.5391,50.0093,17.1071,114.0514,51.6388,synthetic_prototype_v1
WAT-02060,9.6662,8.521,99.0992,22.2773,264.3658,30.0,synthetic_prototype_v1
WAT-02061,50.7067,4.1222,117.3557,33.9897,210.7936,31.6471,synthetic_prototype_v1
WAT-02062,60.5515,4.7193,70.3703,28.6906,244.1659,30.5187,synthetic_prototype_v1
WAT-02063,15.8399,4.3754,100.4899,29.9402,211.8723,31.5054,synthetic_prototype_v1
WAT-02064,98.098,5.5515,81.6595,13.76,233.5817,31.2718,synthetic_prototype_v1
WAT-02065,54.2765,5.8334,26.1292,19.5279,164.682,47.9577,synthetic_prototype_v1
WAT-02066,35.3682,9.3657,38.1005,17.5782,115.6031,30.0,synthetic_prototype_v1
WAT-02067,40.0156,7.2413,10.062,21.8173,135.6033,66.1133,synthetic_prototype_v1
WAT-02068,27.6889,6.2628,46.0882,28.6844,125.6486,71.5332,synthetic_prototype_v1
WAT-02069,40.2748,5.5181,47.013,10.0133,106.1595,64.6964,synthetic_prototype_v1
WAT-02070,94.544,4.4744,116.902,28.0121,266.9353,30.2355,synthetic_prototype_v1
WAT-02071,74.0645,8.0449,46.8294,8.6682,251.1669,32.955,synthetic_prototype_v1
WAT-02072,50.2327,7.1175,87.2607,23.3777,99.2571,75.3493,synthetic_prototype_v1
WAT-02073,8.0963,6.338,11.8036,7.5869,123.7696,40.2464,synthetic_prototype_v1
WAT-02074,9.2914,4.0039,102.144,12.3502,289.7912,30.3639,synthetic_prototype_v1
WAT-02075,58.6703,4.8877,45.2765,25.0948,220.2648,32.7133,synthetic_prototype_v1
WAT-02076,25.4419,6.8555,52.2826,16.7764,219.4603,40.148,synthetic_prototype_v1
WAT-02077,34.3957,5.7134,23.703,20.0585,157.3344,52.5209,synthetic_prototype_v1
WAT-02078,30.7221,8.4971,76.6121,38.0354,103.6106,52.3606,synthetic_prototype_v1
WAT-02079,50.8248,6.9374,44.405,22.7562,115.6569,75.4014,synthetic_prototype_v1
WAT-02080,69.9095,6.9729,54.4761,32.7121,100.0882,48.7946,synthetic_prototype_v1
WAT-02081,25.5129,4.1497,69.799,13.2539,237.6837,30.5975,synthetic_prototype_v1
WAT-02082,45.7657,7.8326,36.4263,16.7854,123.0031,67.0233,synthetic_prototype_v1
WAT-02083,44.6045,4.8951,66.7765,14.1061,158.7452,42.4862,synthetic_prototype_v1
WAT-02084,76.7564,9.1506,116.3948,5.8106,165.6015,30.0,synthetic_prototype_v1
WAT-02085,55.4053,7.1099,70.9925,21.4737,105.0166,68.7117,synthetic_prototype_v1
WAT-02086,26.989,5.3206,26.9509,13.3991,146.8067,47.6975,synthetic_prototype_v1
WAT-02087,41.5835,9.8074,24.3767,14.0986,295.1695,30.8102,synthetic_prototype_v1
WAT-02088,91.3612,6.9219,8.168,26.179,60.7707,30.0,synthetic_prototype_v1
WAT-02089,72.5839,8.0883,57.7671,13.7746,85.9605,39.2434,synthetic_prototype_v1
WAT-02090,30.5406,7.7444,37.9973,21.086,169.3508,53.7161,synthetic_prototype_v1
WAT-02091,84.9144,6.3563,79.9856,28.1573,222.6685,30.7985,synthetic_prototype_v1
WAT-02092,21.1824,7.3828,33.6951,17.5526,225.5231,33.1099,synthetic_prototype_v1
WAT-02093,80.9262,6.8952,71.1714,22.0265,176.4128,36.1346,synthetic_prototype_v1
WAT-02094,26.5364,8.6002,100.5513,22.812,259.5698,30.0,synthetic_prototype_v1
WAT-02095,29.0525,8.5717,117.8128,8.6016,92.6733,45.1312,synthetic_prototype_v1
WAT-02096,83.1624,8.6374,109.7634,13.7739,179.5627,33.5814,synthetic_prototype_v1
WAT-02097,40.8287,6.457,26.0437,11.38,100.9426,72.6443,synthetic_prototype_v1
WAT-02098,53.1928,7.0359,95.0261,14.1102,252.9812,30.0,synthetic_prototype_v1
WAT-02099,36.7424,6.7078,16.9764,12.1653,282.9263,30.0,synthetic_prototype_v1
WAT-02100,44.4349,7.7319,39.2599,13.2539,114.9408,68.1689,synthetic_prototype_v1
WAT-02101,99.9149,8.505,86.54,38.6328,283.9191,31.9037,synthetic_prototype_v1
WAT-02102,85.5283,9.464,34.7319,35.5563,75.055,32.1053,synthetic_prototype_v1
WAT-02103,37.0426,7.0363,63.5205,15.4112,168.8785,66.4883,synthetic_prototype_v1
WAT-02104,69.3776,8.3862,23.7929,33.537,283.5212,30.0,synthetic_prototype_v1
WAT-02105,54.3209,8.7615,49.4846,8.7687,51.1116,38.2222,synthetic_prototype_v1
WAT-02106,79.4877,5.2934,20.325,31.5821,218.6993,33.0479,synthetic_prototype_v1
WAT-02107,58.4278,6.9944,31.5966,13.9135,152.1731,56.8102,synthetic_prototype_v1
WAT-02108,57.8084,8.6441,94.5399,22.9038,282.0764,31.1024,synthetic_prototype_v1
WAT-02109,47.4592,7.2762,68.9883,22.5647,155.2494,71.7336,synthetic_prototype_v1
WAT-02110,30.9499,7.6158,21.3746,18.1561,246.3601,30.0,synthetic_prototype_v1
WAT-02111,63.3995,6.0538,78.7138,10.3757,117.4449,53.8782,synthetic_prototype_v1
WAT-02112,76.1715,5.4489,28.9397,15.1467,119.035,38.1844,synthetic_prototype_v1
WAT-02113,88.9353,8.9184,90.0855,33.2586,91.7792,31.6207,synthetic_prototype_v1
WAT-02114,43.2252,7.4349,32.4896,11.7641,104.5418,74.7828,synthetic_prototype_v1
WAT-02115,67.1044,9.4538,111.8282,27.766,234.221,31.8787,synthetic_prototype_v1
WAT-02116,22.188,6.1232,92.3624,33.2657,140.8886,59.7004,synthetic_prototype_v1
WAT-02117,39.0894,8.1102,36.1648,23.6846,67.4369,49.122,synthetic_prototype_v1
WAT-02118,14.1909,7.6814,9.5814,35.3349,116.2243,45.0779,synthetic_prototype_v1
WAT-02119,9.3665,7.3473,119.7421,33.1644,95.1556,40.9537,synthetic_prototype_v1
WAT-02120,9.6264,4.9855,68.1888,31.7075,265.7956,30.0,synthetic_prototype_v1
WAT-02121,51.8837,5.5059,38.5836,29.998,106.6218,58.1437,synthetic_prototype_v1
WAT-02122,41.0491,5.4647,25.245,25.383,176.9062,48.6005,synthetic_prototype_v1
WAT-02123,30.8528,7.5428,6.7638,25.2484,92.6041,60.672,synthetic_prototype_v1
WAT-02124,34.4557,7.9523,23.4273,19.3455,142.9603,60.9151,synthetic_prototype_v1
WAT-02125,30.6825,4.8331,63.986,14.8631,225.0439,30.0,synthetic_prototype_v1
WAT-02126,85.6938,9.1581,93.404,10.6997,181.597,31.1536,synthetic_prototype_v1
WAT-02127,48.9804,6.7839,55.8137,13.7048,170.3767,64.5159,synthetic_prototype_v1
WAT-02128,73.1046,6.8104,77.7064,11.5657,239.0122,31.2007,synthetic_prototype_v1
WAT-02129,94.0935,5.0499,104.9058,29.076,90.0686,31.2373,synthetic_prototype_v1
WAT-02130,55.0137,9.8017,18.692,26.2656,209.115,30.0,synthetic_prototype_v1
WAT-02131,42.0881,7.3688,16.3475,19.4831,114.533,72.7772,synthetic_prototype_v1
WAT-02132,17.9647,4.4422,15.2947,36.3807,52.3808,30.0,synthetic_prototype_v1
WAT-02133,92.8714,5.7025,74.1025,9.6636,108.4262,33.1364,synthetic_prototype_v1
WAT-02134,30.4716,7.6755,38.9612,6.4398,66.2976,56.9464,synthetic_prototype_v1
WAT-02135,29.6205,8.2216,17.1144,25.0152,120.7076,52.7206,synthetic_prototype_v1
WAT-02136,41.4751,6.1595,15.1575,8.6374,113.1271,66.4827,synthetic_prototype_v1
WAT-02137,51.9618,6.3378,16.5474,18.4215,112.4233,61.3108,synthetic_prototype_v1
WAT-02138,6.1449,8.0997,89.4909,36.211,175.8238,36.8741,synthetic_prototype_v1
WAT-02139,33.9368,6.2798,62.798,11.2675,111.0711,78.1268,synthetic_prototype_v1
WAT-02140,24.0458,7.4668,68.2173,26.5108,83.181,56.7554,synthetic_prototype_v1
WAT-02141,13.8904,9.0727,95.8976,33.3235,165.8209,33.1657,synthetic_prototype_v1
WAT-02142,23.2961,8.4052,86.5834,13.2119,126.476,49.3171,synthetic_prototype_v1
WAT-02143,80.5749,5.4201,110.7462,16.9045,249.4828,30.0,synthetic_prototype_v1
WAT-02144,47.5797,4.1611,84.4311,20.2234,228.7675,30.0,synthetic_prototype_v1
WAT-02145,36.7571,6.3324,19.6091,23.9312,100.6563,69.6765,synthetic_prototype_v1
WAT-02146,80.3355,7.6706,50.4174,39.9564,68.4852,36.6607,synthetic_prototype_v1
WAT-02147,20.7693,7.1829,102.3606,26.0523,58.5456,51.7364,synthetic_prototype_v1
WAT-02148,81.3918,4.2397,26.7042,17.6498,85.479,30.0,synthetic_prototype_v1
WAT-02149,78.4291,6.7296,23.4313,26.7605,280.2053,30.2131,synthetic_prototype_v1
WAT-02150,41.7552,7.7241,20.5322,24.4524,83.4782,59.7417,synthetic_prototype_v1
WAT-02151,74.7316,7.0777,56.8504,19.8523,270.6058,31.975,synthetic_prototype_v1
WAT-02152,93.2705,4.2338,99.3074,27.3805,106.5018,30.0,synthetic_prototype_v1
WAT-02153,44.5753,6.263,46.4413,14.4583,59.067,53.0812,synthetic_prototype_v1
WAT-02154,5.4614,9.3327,81.1023,9.8827,243.1423,30.0,synthetic_prototype_v1
WAT-02155,69.8864,5.7673,65.7477,25.0542,231.2503,30.928,synthetic_prototype_v1
WAT-02156,6.5015,6.4249,59.7205,33.5809,123.9612,42.559,synthetic_prototype_v1
WAT-02157,29.7562,5.8445,40.4817,15.2938,68.6834,48.7037,synthetic_prototype_v1
WAT-02158,27.501,7.9628,24.8042,20.2543,138.6395,50.9689,synthetic_prototype_v1
WAT-02159,57.086,9.8838,30.4336,16.9049,87.027,30.7745,synthetic_prototype_v1
WAT-02160,28.2078,8.0749,21.9504,23.3007,60.0916,46.8465,synthetic_prototype_v1
WAT-02161,58.6173,7.6498,64.5691,28.6544,122.6137,59.8955,synthetic_prototype_v1
WAT-02162,46.9024,6.8021,74.1651,6.9418,287.2641,30.0,synthetic_prototype_v1
WAT-02163,61.1587,5.4973,28.889,20.7194,239.26,32.2531,synthetic_prototype_v1
WAT-02164,43.8102,6.6837,105.6528,6.5166,193.3155,52.6467,synthetic_prototype_v1
WAT-02165,77.4461,9.7137,116.3838,25.9479,267.6538,32.1912,synthetic_prototype_v1
WAT-02166,6.1688,7.3781,70.5316,36.6373,86.6455,41.4391,synthetic_prototype_v1
WAT-02167,42.8625,5.0427,104.5968,15.9422,84.8859,47.4701,synthetic_prototype_v1
WAT-02168,46.1323,6.5981,25.2732,28.2635,120.9057,74.8022,synthetic_prototype_v1
WAT-02169,33.1483,5.7168,26.9736,10.2922,50.0,43.9641,synthetic_prototype_v1
WAT-02170,29.6335,6.5011,108.8259,15.6319,69.2915,61.496,synthetic_prototype_v1
WAT-02171,38.5537,7.8452,38.3024,21.6524,141.4496,67.5524,synthetic_prototype_v1
WAT-02172,64.8132,7.9395,15.9681,24.8828,139.7462,46.6174,synthetic_prototype_v1
WAT-02173,52.1474,9.5224,46.7064,20.7656,149.5629,30.0,synthetic_prototype_v1
WAT-02174,13.5501,9.8729,50.5391,26.8875,229.8144,30.0,synthetic_prototype_v1
WAT-02175,59.5216,7.596,36.2476,16.9328,119.7384,54.3256,synthetic_prototype_v1
WAT-02176,99.6843,4.4887,86.9802,34.2194,298.5289,32.3314,synthetic_prototype_v1
WAT-02177,96.0508,7.2504,79.809,29.4779,189.4539,31.6748,synthetic_prototype_v1
WAT-02178,46.6009,8.26,82.8249,25.0084,169.1369,50.202,synthetic_prototype_v1
WAT-02179,87.3814,5.2442,32.9859,7.4458,101.9372,32.1399,synthetic_prototype_v1
WAT-02180,94.021,5.7285,58.2468,9.3055,225.475,31.6501,synthetic_prototype_v1
WAT-02181,19.5901,8.8812,96.7749,15.218,205.4286,36.948,synthetic_prototype_v1
WAT-02182,41.1224,7.8217,120.0,30.6439,113.9853,71.8332,synthetic_prototype_v1
WAT-02183,61.0572,9.7462,82.156,33.9225,156.1963,30.1321,synthetic_prototype_v1
WAT-02184,46.5987,7.257,52.7708,29.2074,124.4305,75.1744,synthetic_prototype_v1
WAT-02185,31.9849,7.7647,47.5877,7.5635,54.337,45.8447,synthetic_prototype_v1
WAT-02186,68.4457,5.784,100.8225,18.6836,259.3659,35.0942,synthetic_prototype_v1
WAT-02187,93.1087,5.1702,99.2988,28.4177,202.2965,32.7391,synthetic_prototype_v1
WAT-02188,83.5815,5.637,16.5379,20.0009,50.2595,34.1738,synthetic_prototype_v1
