experiment_id,light_intensity_lux,co2_concentration_ppm,nutrient_concentration_mm,temperature_c,water_supply_ml_day,biomass_yield,source
PLT-01897,74895.8277,722.2715,9.0173,23.9624,181.8287,17.1037,synthetic_prototype_v1
PLT-01898,28606.2214,742.251,4.7729,31.2659,201.6589,93.0199,synthetic_prototype_v1
PLT-01899,10388.7752,703.4128,5.4607,32.5178,150.1729,32.0329,synthetic_prototype_v1
PLT-01900,26681.2686,732.2251,5.7902,39.3244,371.2201,15.7704,synthetic_prototype_v1
PLT-01901,11753.5896,991.3379,1.5667,23.9928,335.8203,33.5861,synthetic_prototype_v1
PLT-01902,16581.7316,654.3876,6.4395,34.4166,492.4706,14.3189,synthetic_prototype_v1
PLT-01903,33558.5584,655.5786,4.3256,31.305,253.3179,77.8457,synthetic_prototype_v1
PLT-01904,7692.4165,752.8149,6.2167,17.4957,288.5293,11.6136,synthetic_prototype_v1
PLT-01905,11055.146,561.8469,6.4353,39.9386,61.4673,15.0592,synthetic_prototype_v1
PLT-01906,27227.1543,1161.2338,1.7188,28.062,238.0231,30.0964,synthetic_prototype_v1
PLT-01907,29191.2068,833.8697,3.2467,25.1852,104.6952,132.8977,synthetic_prototype_v1
PLT-01908,30703.5232,882.0454,2.8529,38.7211,476.2135,16.5316,synthetic_prototype_v1
PLT-01909,12755.2226,714.7657,4.6588,15.1188,99.2557,13.6002,synthetic_prototype_v1
PLT-01910,39629.5398,675.8926,4.6627,27.2807,470.9187,138.9872,synthetic_prototype_v1
PLT-01911,20974.3518,971.4117,5.2273,24.6828,192.0751,70.5225,synthetic_prototype_v1
PLT-01912,39667.0948,901.3241,6.6762,27.593,297.5604,74.1777,synthetic_prototype_v1
PLT-01913,76617.3794,401.9823,1.6066,23.1658,212.5786,19.849,synthetic_prototype_v1
PLT-01914,54862.2157,893.6484,3.6069,21.0688,244.4992,59.0565,synthetic_prototype_v1
PLT-01915,17254.3775,716.7738,2.6824,25.1879,311.5514,67.2257,synthetic_prototype_v1
PLT-01916,52967.2453,446.0808,4.3002,35.9974,297.6394,17.3476,synthetic_prototype_v1
PLT-01917,30163.3644,882.83,4.5586,24.7518,210.178,147.6992,synthetic_prototype_v1
PLT-01918,30132.593,808.0405,3.6907,23.7734,174.8898,150.6814,synthetic_prototype_v1
PLT-01919,40952.7173,885.0005,7.3111,15.8485,162.4109,16.8757,synthetic_prototype_v1
PLT-01920,66971.8943,580.2379,9.1756,31.3822,466.1298,20.413,synthetic_prototype_v1
PLT-01921,31394.7457,404.8465,5.7095,31.0604,323.3345,30.3524,synthetic_prototype_v1
PLT-01922,6989.9328,835.88,6.6868,29.1916,373.5014,29.5687,synthetic_prototype_v1
PLT-01923,51334.1681,935.2299,9.8977,23.5719,163.1485,13.3544,synthetic_prototype_v1
PLT-01924,33222.0899,660.0839,4.848,28.7323,262.2793,108.3055,synthetic_prototype_v1
PLT-01925,41097.7963,841.3373,4.1308,26.8845,200.1526,159.8262,synthetic_prototype_v1
PLT-01926,22891.4615,613.5469,7.4811,32.4524,360.7708,24.0854,synthetic_prototype_v1
PLT-01927,64057.4166,772.4,7.62,32.2037,357.5949,27.4434,synthetic_prototype_v1
PLT-01928,41464.4057,903.6683,2.4832,28.6952,226.9081,103.7233,synthetic_prototype_v1
PLT-01929,45777.5478,849.4908,1.5571,27.1005,222.1171,65.0392,synthetic_prototype_v1
PLT-01930,69808.1265,674.9167,2.1518,36.2942,103.0842,15.5131,synthetic_prototype_v1
PLT-01931,24513.8492,1148.5469,6.6664,32.4002,91.3259,24.5359,synthetic_prototype_v1
PLT-01932,74597.7956,643.9644,9.8738,19.1987,374.6119,15.1917,synthetic_prototype_v1
PLT-01933,24410.5906,901.4966,3.4894,22.4209,338.1853,96.129,synthetic_prototype_v1
PLT-01934,23250.5991,800.3213,4.8763,24.8535,319.7332,112.5273,synthetic_prototype_v1
PLT-01935,39937.0523,679.8359,4.1097,23.9216,389.9866,137.8554,synthetic_prototype_v1
PLT-01936,25299.52,777.8857,5.5617,27.1087,148.8847,105.2172,synthetic_prototype_v1
PLT-01937,59733.5575,1004.0211,7.3204,21.252,466.1818,23.5747,synthetic_prototype_v1
PLT-01938,15101.9019,626.3836,5.9626,16.1102,486.8873,19.8482,synthetic_prototype_v1
PLT-01939,35046.689,927.3996,3.9565,24.496,311.3107,147.1475,synthetic_prototype_v1
PLT-01940,77732.8684,924.3931,3.8299,18.1466,261.0208,23.4835,synthetic_prototype_v1
PLT-01941,34522.2843,573.4353,1.7188,27.2172,308.4229,54.2109,synthetic_prototype_v1
PLT-01942,47432.8925,1135.2697,8.9744,21.2448,77.1834,20.2186,synthetic_prototype_v1
PLT-01943,33664.1807,891.716,5.0053,26.072,209.0938,139.6078,synthetic_prototype_v1
PLT-01944,9461.5019,899.4898,1.7964,16.9783,351.9806,17.0004,synthetic_prototype_v1
PLT-01945,26340.5656,682.1959,9.6815,20.1756,298.7374,14.0266,synthetic_prototype_v1
PLT-01946,15111.0005,714.8157,3.3196,26.5508,412.7998,71.4468,synthetic_prototype_v1
PLT-01947,33794.7331,819.2436,3.8639,25.2067,224.3282,175.1993,synthetic_prototype_v1
PLT-01948,41079.3164,771.8393,4.0604,25.3077,150.7149,147.7065,synthetic_prototype_v1
PLT-01949,67181.5688,1133.3561,6.2003,24.273,84.6459,21.8898,synthetic_prototype_v1
PLT-01950,17728.5579,817.5979,9.7037,32.8281,186.8535,15.2961,synthetic_prototype_v1
PLT-01951,37121.1719,747.8461,5.0069,26.9755,345.3103,149.6004,synthetic_prototype_v1
PLT-01952,32067.0448,1015.3107,2.9517,24.6066,176.3887,80.4759,synthetic_prototype_v1
PLT-01953,45655.9276,1103.5735,5.0808,21.3304,454.1668,32.7417,synthetic_prototype_v1
PLT-01954,37406.978,409.7127,4.3654,38.2442,317.5414,14.803,synthetic_prototype_v1
PLT-01955,54499.6789,934.7549,5.3426,36.9934,84.7501,17.2179,synthetic_prototype_v1
PLT-01956,43668.3698,708.5826,4.8294,27.03,396.1948,132.4544,synthetic_prototype_v1
PLT-01957,18612.3807,474.8531,0.503,30.3816,423.9731,25.8431,synthetic_prototype_v1
PLT-01958,59591.0669,876.1726,6.6599,23.0389,142.5374,29.8061,synthetic_prototype_v1
PLT-01959,47200.101,814.9614,7.4507,18.8819,189.3258,27.3175,synthetic_prototype_v1
PLT-01960,36069.5804,739.917,2.7175,27.1171,372.0896,146.8226,synthetic_prototype_v1
PLT-01961,46581.2414,1069.7612,3.7841,29.1267,334.1825,62.1181,synthetic_prototype_v1
PLT-01962,68824.784,809.4579,3.8679,20.8903,246.2239,29.9654,synthetic_prototype_v1
PLT-01963,45212.8776,817.7503,4.5432,22.0632,119.0446,90.2917,synthetic_prototype_v1
PLT-01964,38351.6021,717.9793,0.9253,18.1777,219.4246,37.453,synthetic_prototype_v1
PLT-01965,50295.8499,919.0775,6.5309,16.928,269.9805,17.6555,synthetic_prototype_v1
PLT-01966,20048.5595,990.9021,5.1144,21.9025,217.4899,53.9882,synthetic_prototype_v1
PLT-01967,72359.006,573.3698,6.0446,23.9873,164.2241,24.7529,synthetic_prototype_v1
PLT-01968,8071.022,664.4804,4.3955,17.3383,358.7958,18.114,synthetic_prototype_v1
PLT-01969,13118.7081,805.2889,4.8565,17.699,96.6473,26.0942,synthetic_prototype_v1
PLT-01970,7038.66,854.8375,5.7112,26.0553,435.812,36.7459,synthetic_prototype_v1
PLT-01971,42695.9437,912.0883,2.5596,32.8313,433.3073,55.3036,synthetic_prototype_v1
PLT-01972,55418.007,1038.0138,9.3189,31.9466,463.8507,17.8965,synthetic_prototype_v1
PLT-01973,53117.0994,791.4874,3.595,27.5165,363.9577,90.9388,synthetic_prototype_v1
PLT-01974,24898.5645,875.7427,2.9335,25.6755,202.4613,109.0242,synthetic_prototype_v1
PLT-01975,35153.5849,456.5206,3.7008,18.4379,301.0006,24.9779,synthetic_prototype_v1
PLT-01976,70474.0412,534.895,4.5157,35.9185,304.437,13.8658,synthetic_prototype_v1
PLT-01977,69317.9108,703.3,8.8115,32.4795,131.5799,26.1624,synthetic_prototype_v1
PLT-01978,10755.532,402.5662,5.2967,15.5449,387.2782,14.6331,synthetic_prototype_v1
PLT-01979,24431.43,901.7506,2.7744,23.4633,112.0796,81.6879,synthetic_prototype_v1
PLT-01980,16819.2062,802.1968,5.3104,25.6618,272.4079,73.6399,synthetic_prototype_v1
PLT-01981,46274.2629,1015.8001,8.6302,33.7392,472.318,19.0017,synthetic_prototype_v1
PLT-01982,49498.1183,735.8044,5.1319,30.0186,267.7742,68.942,synthetic_prototype_v1
PLT-01983,38706.8434,815.2541,4.7581,29.0654,337.1928,144.6642,synthetic_prototype_v1
PLT-01984,55171.0744,1104.9866,0.9431,26.2273,85.9633,26.0095,synthetic_prototype_v1
PLT-01985,62399.0918,1103.2908,1.5117,31.5753,79.2515,21.5747,synthetic_prototype_v1
PLT-01986,42859.3612,432.1453,0.8568,29.4112,175.6412,30.3589,synthetic_prototype_v1
PLT-01987,11655.087,754.4416,2.8106,16.3543,449.2383,12.9701,synthetic_prototype_v1
PLT-01988,35789.9297,829.8006,2.2005,24.2951,340.583,121.4931,synthetic_prototype_v1
PLT-01989,37437.1586,934.9782,4.437,27.2486,192.347,120.5097,synthetic_prototype_v1
PLT-01990,12035.5868,842.8113,7.5809,29.2601,364.0564,28.4226,synthetic_prototype_v1
PLT-01991,36135.8498,850.313,1.8403,24.0029,300.97,101.0856,synthetic_prototype_v1
PLT-01992,34182.2534,553.8512,6.0707,39.2529,415.8177,14.962,synthetic_prototype_v1
PLT-01993,48579.5855,844.0338,2.8442,16.7501,205.0923,29.2733,synthetic_prototype_v1
PLT-01994,33885.0184,969.3687,5.102,28.5338,141.6112,92.5231,synthetic_prototype_v1
PLT-01995,44667.5883,775.3005,4.9672,23.9599,326.6105,127.5153,synthetic_prototype_v1
PLT-01996,59835.1982,1031.6466,4.3299,21.9655,445.2866,29.3107,synthetic_prototype_v1
PLT-01997,35597.1073,691.4893,9.9683,22.9848,340.2868,19.4063,synthetic_prototype_v1
PLT-01998,51765.9777,997.2808,9.065,19.8811,388.138,24.7437,synthetic_prototype_v1
PLT-01999,19662.1871,845.3275,6.3897,32.2167,205.119,41.3135,synthetic_prototype_v1
PLT-02000,10343.3358,562.1774,5.1807,16.1238,74.5239,16.4097,synthetic_prototype_v1
PLT-02001,38831.7621,1115.9343,5.6357,18.5795,332.4557,26.9911,synthetic_prototype_v1
PLT-02002,6586.1012,428.9779,1.4179,39.5107,96.1671,13.6975,synthetic_prototype_v1
PLT-02003,65154.484,786.8093,8.0224,29.8099,471.5328,18.0995,synthetic_prototype_v1
PLT-02004,75886.1216,481.4148,2.794,28.5371,282.1968,17.5465,synthetic_prototype_v1
PLT-02005,73031.4745,732.5467,2.6437,29.2,431.472,23.4719,synthetic_prototype_v1
PLT-02006,31409.0355,659.1836,7.3052,15.2627,118.6025,15.5296,synthetic_prototype_v1
PLT-02007,8694.059,419.3835,8.865,38.4894,422.5457,15.8587,synthetic_prototype_v1
PLT-02008,32979.5441,829.2921,3.3756,21.4299,254.1281,116.0209,synthetic_prototype_v1
PLT-02009,33905.2118,718.3197,4.5557,30.0187,174.3916,116.7654,synthetic_prototype_v1
PLT-02010,63424.7266,707.1615,2.1264,19.9762,393.9251,23.033,synthetic_prototype_v1
PLT-02011,23680.7555,853.9111,2.079,23.2149,155.7093,68.6461,synthetic_prototype_v1
PLT-02012,50466.4718,711.1997,5.2317,23.5333,369.765,77.1331,synthetic_prototype_v1
PLT-02013,39586.7526,733.1098,4.0812,30.6352,231.8599,108.1249,synthetic_prototype_v1
PLT-02014,45291.4163,612.0618,0.7442,24.1119,280.9137,33.2539,synthetic_prototype_v1
PLT-02015,13048.4272,735.7269,5.3452,38.0382,359.8422,10.0,synthetic_prototype_v1
PLT-02016,41992.0469,841.9621,6.1961,24.4702,158.5646,89.5449,synthetic_prototype_v1
PLT-02017,54854.0636,931.1191,4.3271,22.6739,128.8189,55.6248,synthetic_prototype_v1
PLT-02018,34887.9968,1168.1808,3.1193,22.0245,399.3608,34.9059,synthetic_prototype_v1
PLT-02019,46518.455,1044.6536,0.9725,26.6025,437.9715,34.3235,synthetic_prototype_v1
PLT-02020,58959.074,793.8815,5.0104,23.5561,119.4554,49.9352,synthetic_prototype_v1
PLT-02021,42912.7115,767.3569,8.1859,29.3328,68.1914,34.3971,synthetic_prototype_v1
PLT-02022,30460.8316,870.6148,1.1304,27.6498,425.6837,73.2234,synthetic_prototype_v1
PLT-02023,45099.5556,966.9479,2.6911,27.1192,223.9319,85.1229,synthetic_prototype_v1
PLT-02024,37050.8008,791.8987,5.0355,27.8107,185.4062,143.1858,synthetic_prototype_v1
PLT-02025,79236.7302,780.2668,5.6095,21.1441,259.8313,22.4337,synthetic_prototype_v1
PLT-02026,39695.0046,537.4025,4.6308,15.6642,278.3977,14.8972,synthetic_prototype_v1
PLT-02027,50489.9075,507.1113,5.5476,29.979,309.6144,34.5948,synthetic_prototype_v1
PLT-02028,16451.76,485.1045,2.1497,26.0192,342.0387,30.4343,synthetic_prototype_v1
PLT-02029,15525.4698,577.5632,3.8944,29.7787,124.1947,44.7051,synthetic_prototype_v1
PLT-02030,42772.4694,1008.6711,7.7067,26.6002,264.6572,35.4725,synthetic_prototype_v1
PLT-02031,30698.7722,934.8684,9.847,35.6288,463.5786,14.2706,synthetic_prototype_v1
PLT-02032,18834.6783,756.8448,5.0495,23.2017,346.4959,75.796,synthetic_prototype_v1
PLT-02033,46474.4799,890.8843,7.1333,21.3666,259.2422,37.5764,synthetic_prototype_v1
PLT-02034,35520.9345,907.2738,7.0537,24.1317,374.594,60.4663,synthetic_prototype_v1
PLT-02035,18138.5426,522.0525,4.1997,28.2535,207.0732,41.1215,synthetic_prototype_v1
PLT-02036,36263.7955,1030.4354,6.2262,26.3367,267.6209,60.6053,synthetic_prototype_v1
PLT-02037,74575.1302,555.0341,2.1389,22.636,386.3514,22.9432,synthetic_prototype_v1
PLT-02038,52421.211,1148.4407,1.8981,34.5482,326.449,13.2428,synthetic_prototype_v1
PLT-02039,10861.7105,979.2858,9.568,28.115,157.2156,17.974,synthetic_prototype_v1
PLT-02040,61881.6678,663.0285,9.1672,21.5079,247.4857,16.0661,synthetic_prototype_v1
PLT-02041,50158.9544,566.624,0.7665,33.3092,57.0088,18.8162,synthetic_prototype_v1
PLT-02042,16820.8736,804.5798,3.5969,16.8878,117.2872,25.5195,synthetic_prototype_v1
PLT-02043,33237.1204,854.5346,6.5198,24.3666,201.5162,83.4878,synthetic_prototype_v1
PLT-02044,35017.4631,945.0699,6.3903,25.6728,411.9318,76.1479,synthetic_prototype_v1
PLT-02045,30844.2611,784.5873,4.2609,21.8731,203.7564,125.0089,synthetic_prototype_v1
PLT-02046,12529.6734,642.8661,4.7278,30.9884,147.9089,35.7215,synthetic_prototype_v1
PLT-02047,39931.808,1093.4736,4.7624,39.0005,296.5463,10.0,synthetic_prototype_v1
PLT-02048,48800.9269,791.303,4.4603,30.5856,385.6295,85.6043,synthetic_prototype_v1
PLT-02049,31625.7395,623.7164,0.8663,22.1749,121.2715,37.3551,synthetic_prototype_v1
PLT-02050,8999.3814,760.4318,5.34,30.1252,450.1688,44.8401,synthetic_prototype_v1
PLT-02051,28322.1132,1155.1577,3.3379,26.8913,211.9847,48.0734,synthetic_prototype_v1
PLT-02052,52907.9609,718.2716,5.2264,19.6737,359.3088,41.3933,synthetic_prototype_v1
PLT-02053,55647.9222,1163.2866,8.8029,25.5115,283.3109,17.7204,synthetic_prototype_v1
PLT-02054,42025.4057,773.6339,8.7293,23.6767,351.2845,31.7017,synthetic_prototype_v1
PLT-02055,54624.5947,953.5081,7.9015,20.0497,357.7548,20.6593,synthetic_prototype_v1
PLT-02056,75526.3559,531.7649,2.219,27.6973,394.2945,19.7329,synthetic_prototype_v1
PLT-02057,30145.2181,847.8871,3.2355,28.3453,150.8839,131.3462,synthetic_prototype_v1
PLT-02058,61363.967,634.7001,2.5215,24.9096,80.5224,34.6586,synthetic_prototype_v1
PLT-02059,26737.5585,1005.2127,4.2182,23.6479,165.2926,79.3477,synthetic_prototype_v1
PLT-02060,8683.8233,1002.8005,8.2734,27.3409,435.8585,19.6911,synthetic_prototype_v1
PLT-02061,41084.2326,416.2948,9.7816,35.7069,339.4285,13.7705,synthetic_prototype_v1
PLT-02062,48856.4527,495.9033,5.9002,31.9219,399.4986,34.224,synthetic_prototype_v1
PLT-02063,13557.8053,450.0569,8.3883,32.8144,341.3701,20.828,synthetic_prototype_v1
PLT-02064,78498.3905,606.8719,6.8327,21.2572,380.4471,16.8374,synthetic_prototype_v1
PLT-02065,46897.1,655.0134,3.006,28.6519,436.3036,84.7585,synthetic_prototype_v1
PLT-02066,28974.9176,1115.4314,3.2344,23.9844,168.0855,48.8847,synthetic_prototype_v1
PLT-02067,35012.9621,866.1889,1.2034,26.063,368.5953,77.7313,synthetic_prototype_v1
PLT-02068,24740.7156,719.4243,4.4867,23.3905,203.633,101.6904,synthetic_prototype_v1
PLT-02069,35228.9846,607.7174,5.3305,21.6729,407.5638,79.582,synthetic_prototype_v1
PLT-02070,75692.63,463.2553,9.7441,31.4372,440.4835,14.1572,synthetic_prototype_v1
PLT-02071,59524.5961,939.3225,3.9555,17.6201,412.1004,16.0212,synthetic_prototype_v1
PLT-02072,40710.0366,815.6688,7.2954,28.1269,138.6628,52.582,synthetic_prototype_v1
PLT-02073,7444.4332,711.7369,1.062,16.8478,182.7852,14.0824,synthetic_prototype_v1
PLT-02074,8387.9838,400.5138,8.5249,20.2502,481.6242,18.8263,synthetic_prototype_v1
PLT-02075,47371.2959,518.3575,3.8272,29.3534,356.4766,49.4745,synthetic_prototype_v1
PLT-02076,21138.3706,780.7299,4.406,23.4117,355.0285,100.5067,synthetic_prototype_v1
PLT-02077,30329.741,637.0106,3.742,26.7313,442.3216,118.0949,synthetic_prototype_v1
PLT-02078,25306.9063,999.612,6.4158,38.5967,146.4991,14.6934,synthetic_prototype_v1
PLT-02079,44020.6682,820.6148,3.7766,26.028,336.9956,153.2538,synthetic_prototype_v1
PLT-02080,56244.3768,796.3931,4.5872,34.7944,140.1588,18.1273,synthetic_prototype_v1
PLT-02081,21194.3593,419.9582,5.853,20.8957,387.8306,24.3768,synthetic_prototype_v1
PLT-02082,39804.7176,954.8909,4.5305,25.259,228.7872,118.1411,synthetic_prototype_v1
PLT-02083,36266.7026,519.3473,5.6033,21.5043,245.7413,44.3673,synthetic_prototype_v1
PLT-02084,61649.763,1086.7476,9.7022,15.579,258.0828,10.7016,synthetic_prototype_v1
PLT-02085,47837.789,846.4787,1.8941,28.8767,427.3634,67.5277,synthetic_prototype_v1
PLT-02086,24157.4608,578.0904,4.4648,24.5036,188.293,71.5722,synthetic_prototype_v1
PLT-02087,33881.7122,1174.3254,2.1007,21.499,491.3052,35.2602,synthetic_prototype_v1
PLT-02088,73179.8611,789.5857,0.7617,30.1278,69.3872,17.4916,synthetic_prototype_v1
PLT-02089,58355.7011,945.1116,4.859,21.2675,114.7289,38.2786,synthetic_prototype_v1
PLT-02090,27117.1685,941.6633,3.8744,27.6456,221.2207,106.7171,synthetic_prototype_v1
PLT-02091,68090.278,714.168,6.6945,31.5409,360.8034,22.3975,synthetic_prototype_v1
PLT-02092,17775.5895,851.0447,2.8705,23.9661,365.9416,77.1724,synthetic_prototype_v1
PLT-02093,64941.7191,786.03,5.9663,27.1618,277.5431,30.3407,synthetic_prototype_v1
PLT-02094,22002.3989,1013.3613,8.3934,27.7229,427.2257,26.5149,synthetic_prototype_v1
PLT-02095,23988.8455,1009.5585,9.8193,17.5726,126.812,11.5274,synthetic_prototype_v1
PLT-02096,66707.121,1018.3161,9.1544,21.2671,283.2129,19.9776,synthetic_prototype_v1
PLT-02097,33285.851,727.6019,2.2384,19.5571,141.6968,61.6822,synthetic_prototype_v1
PLT-02098,43046.9526,804.7804,7.9369,21.5073,415.3662,37.5241,synthetic_prototype_v1
PLT-02099,30059.753,761.0391,1.4894,20.118,469.2673,51.8358,synthetic_prototype_v1
PLT-02100,38695.7514,939.7894,5.4905,22.418,252.2151,87.4877,synthetic_prototype_v1
PLT-02101,79932.8548,1000.6691,7.2359,39.0234,471.0544,10.0,synthetic_prototype_v1
PLT-02102,68574.9851,1128.5312,2.9561,36.8259,95.099,14.8022,synthetic_prototype_v1
PLT-02103,32535.5226,835.442,4.5007,19.7784,266.6793,91.9956,synthetic_prototype_v1
PLT-02104,55824.4005,984.8239,2.0525,35.3836,470.3381,15.6965,synthetic_prototype_v1
PLT-02105,43937.5426,1034.8622,4.1748,17.6919,52.001,18.0127,synthetic_prototype_v1
PLT-02106,63806.0711,572.4566,1.766,33.9872,353.6587,27.1287,synthetic_prototype_v1
PLT-02107,50356.5258,829.1564,6.104,20.3189,210.1267,47.2433,synthetic_prototype_v1
PLT-02108,46690.8054,1019.2193,7.8968,27.7885,467.7375,22.2911,synthetic_prototype_v1
PLT-02109,41216.0238,871.4316,4.2627,27.5277,156.1817,137.9041,synthetic_prototype_v1
PLT-02110,25486.7406,882.1125,1.8527,24.3972,403.4483,88.7271,synthetic_prototype_v1
PLT-02111,54499.623,688.073,3.9685,26.2847,447.8177,69.9483,synthetic_prototype_v1
PLT-02112,61188.0618,593.1912,2.4776,22.2476,174.2629,33.0382,synthetic_prototype_v1
PLT-02113,71264.7377,1055.7908,7.5288,35.1847,125.2026,14.1148,synthetic_prototype_v1
PLT-02114,35177.8162,857.9917,2.7709,19.8315,148.1753,78.4246,synthetic_prototype_v1
PLT-02115,54029.7854,1127.1784,9.3249,31.2614,381.5978,16.4851,synthetic_prototype_v1
PLT-02116,18569.4989,683.0869,7.7169,35.1898,213.5994,22.8925,synthetic_prototype_v1
PLT-02117,34241.1499,996.5297,3.2812,24.3636,119.6243,86.2864,synthetic_prototype_v1
PLT-02118,13492.3813,932.2111,3.7118,22.8207,267.7038,50.3765,synthetic_prototype_v1
PLT-02119,8447.2437,846.3093,9.9787,35.1174,131.28,13.412,synthetic_prototype_v1
PLT-02120,8652.3854,531.4027,5.7199,34.0768,438.4321,10.2562,synthetic_prototype_v1
PLT-02121,44903.1038,605.8862,6.4269,29.3301,165.2477,42.1862,synthetic_prototype_v1
PLT-02122,33459.806,595.2953,2.1724,29.5593,278.4311,65.1412,synthetic_prototype_v1
PLT-02123,27377.3432,911.4224,4.9646,27.3885,153.3512,117.8342,synthetic_prototype_v1
PLT-02124,30379.7351,972.8474,3.1904,23.9865,158.6336,89.9514,synthetic_prototype_v1
PLT-02125,25275.6341,511.0811,5.3728,22.0451,365.0791,44.569,synthetic_prototype_v1
PLT-02126,68705.6632,1087.7442,7.8029,19.0712,286.8746,22.3289,synthetic_prototype_v1
PLT-02127,42483.6738,797.5814,2.8818,27.5123,396.9521,137.0571,synthetic_prototype_v1
PLT-02128,58766.7642,774.7243,6.5062,19.6898,390.2219,31.1012,synthetic_prototype_v1
PLT-02129,75336.9841,539.9823,8.7531,32.1972,122.1235,24.3887,synthetic_prototype_v1
PLT-02130,44484.5068,1173.5577,1.6311,30.1897,336.4069,23.1929,synthetic_prototype_v1
PLT-02131,36740.0499,885.3206,2.6546,30.5466,403.1699,99.4445,synthetic_prototype_v1
PLT-02132,15235.2916,458.9567,1.3504,37.4148,54.2854,13.1446,synthetic_prototype_v1
PLT-02133,74372.1855,627.0065,6.2085,18.3312,155.1671,18.1431,synthetic_prototype_v1
PLT-02134,27059.6481,931.3285,3.447,31.6633,322.8636,76.0285,synthetic_prototype_v1
PLT-02135,26350.4051,1013.2341,4.5545,25.6499,433.3641,87.2984,synthetic_prototype_v1
PLT-02136,36229.2462,703.9324,5.0925,25.9311,284.4736,141.5932,synthetic_prototype_v1
PLT-02137,44968.1702,730.6708,3.8548,26.7132,322.3089,144.2041,synthetic_prototype_v1
PLT-02138,5903.8897,946.6213,7.4797,37.2936,276.4828,18.5842,synthetic_prototype_v1
PLT-02139,29947.3262,721.9637,3.5132,25.0857,377.0689,154.2761,synthetic_prototype_v1
PLT-02140,21704.8434,900.0255,6.2187,25.4002,279.0892,61.379,synthetic_prototype_v1
PLT-02141,12018.7209,1076.3663,8.0089,35.231,258.4776,15.7319,synthetic_prototype_v1
PLT-02142,19444.3117,987.3561,7.2395,20.8656,187.6568,26.9359,synthetic_prototype_v1
PLT-02143,64664.4145,589.3472,9.2356,23.5032,409.0691,13.461,synthetic_prototype_v1
PLT-02144,38615.5496,421.4846,7.0617,25.8738,371.7816,22.1362,synthetic_prototype_v1
PLT-02145,32297.5792,729.8551,3.6999,26.8736,406.3692,170.6899,synthetic_prototype_v1
PLT-02146,64475.3734,889.4083,4.2519,39.9688,83.2734,15.9111,synthetic_prototype_v1
PLT-02147,17449.4684,824.3801,8.5428,30.0373,65.3821,26.3308,synthetic_prototype_v1
PLT-02148,65309.3395,431.9572,2.293,24.0355,113.8622,23.1294,synthetic_prototype_v1
PLT-02149,62970.3041,763.9402,2.0226,30.5432,464.3696,26.1209,synthetic_prototype_v1
PLT-02150,36462.6692,938.6096,2.9159,27.4232,271.9912,114.8427,synthetic_prototype_v1
PLT-02151,60051.242,810.3636,4.7833,25.6088,447.0904,54.6692,synthetic_prototype_v1
PLT-02152,74687.1974,431.167,8.2906,30.9861,151.7032,17.1315,synthetic_prototype_v1
PLT-02153,38812.72,719.4517,3.6704,27.8926,175.0701,146.146,synthetic_prototype_v1
PLT-02154,5364.3003,1111.0302,6.7867,18.4877,397.6562,22.5208,synthetic_prototype_v1
PLT-02155,56226.1217,635.6449,5.5183,29.3244,376.2505,43.8929,synthetic_prototype_v1
PLT-02156,6185.4167,723.3236,5.0204,35.4149,183.1301,13.5412,synthetic_prototype_v1
PLT-02157,26463.4796,656.6727,4.9906,24.8119,180.8525,91.4765,synthetic_prototype_v1
PLT-02158,24584.1303,974.4246,3.3094,22.516,197.9773,72.3892,synthetic_prototype_v1
PLT-02159,46120.4988,1184.5122,2.601,23.5035,116.6486,32.4115,synthetic_prototype_v1
PLT-02160,25173.1403,991.2419,3.8498,28.7395,369.6671,85.7663,synthetic_prototype_v1
PLT-02161,47329.451,886.6406,5.4209,31.896,180.7046,56.8749,synthetic_prototype_v1
PLT-02162,38080.8072,773.6147,6.2136,16.387,477.0755,25.1791,synthetic_prototype_v1
PLT-02163,49335.7862,599.6385,2.4734,26.2282,390.668,62.6747,synthetic_prototype_v1
PLT-02164,35639.6483,757.8205,8.8148,16.0833,307.9678,15.1738,synthetic_prototype_v1
PLT-02165,62194.2569,1161.8287,9.7013,29.9628,441.7769,18.798,synthetic_prototype_v1
PLT-02166,5922.7014,850.4086,5.9135,37.598,115.9619,20.6562,synthetic_prototype_v1
PLT-02167,34891.438,539.0215,8.7276,22.8159,112.7946,24.4427,synthetic_prototype_v1
PLT-02168,40110.2558,769.7211,2.4739,25.7337,350.1292,134.579,synthetic_prototype_v1
PLT-02169,29290.286,637.5207,3.4799,29.0266,139.6605,92.0574,synthetic_prototype_v1
PLT-02170,26361.2363,755.1669,4.1204,25.5087,213.1638,145.8869,synthetic_prototype_v1
PLT-02171,33794.7106,956.787,4.0377,27.8509,289.5943,120.245,synthetic_prototype_v1
PLT-02172,55677.6251,970.9256,5.4617,20.9367,205.1358,40.2571,synthetic_prototype_v1
PLT-02173,42221.6557,1136.3204,3.9453,26.2611,229.2132,52.0074,synthetic_prototype_v1
PLT-02174,11750.1043,1183.0469,4.2619,30.634,373.6659,27.4648,synthetic_prototype_v1
PLT-02175,51268.0088,919.3963,3.4053,27.4862,198.9077,76.92,synthetic_prototype_v1
PLT-02176,79750.7909,465.154,7.2723,35.871,497.352,13.7873,synthetic_prototype_v1
PLT-02177,76882.1886,833.3909,6.6799,32.4842,301.017,22.4526,synthetic_prototype_v1
