experiment_id,cell_thickness_nm,doping_concentration,annealing_temperature_c,light_intensity_lux,operating_temperature_c,energy_conversion_efficiency,source
SOL-01974,109.5943,6.540253728169426e+16,655.561,75054.8976,24.9336,21.7519,synthetic_prototype_v1
SOL-01975,150.5119,1629116518737062.5,634.7707,33751.4869,48.4668,14.1941,synthetic_prototype_v1
SOL-01976,268.2468,3205208497815922.5,669.0834,103674.0288,48.9249,11.6426,synthetic_prototype_v1
SOL-01977,264.393,1.3720665708517026e+16,849.9596,89918.177,25.8773,14.6199,synthetic_prototype_v1
SOL-01978,69.1851,1022405252719032.2,701.9659,22179.6539,59.9704,11.4578,synthetic_prototype_v1
SOL-01979,107.7257,8.393843680613707e+16,648.9331,63001.168,30.9702,16.3142,synthetic_prototype_v1
SOL-01980,77.2768,3.229634208225433e+16,754.5993,81609.3079,34.5444,17.368,synthetic_prototype_v1
SOL-01981,187.5809,2.038217387170161e+17,842.3234,94956.6663,71.3091,8.0,synthetic_prototype_v1
SOL-01982,207.9925,1.7081205693434754e+16,747.1615,53680.2162,24.1251,15.8033,synthetic_prototype_v1
SOL-01983,164.8274,3.660655658654396e+16,731.5865,90974.8836,36.0571,20.9759,synthetic_prototype_v1
SOL-01984,217.2369,4.4025028624814835e+17,518.6588,64909.3136,19.7951,11.7224,synthetic_prototype_v1
SOL-01985,241.3303,4.338507511531814e+17,542.596,86301.2243,18.9002,10.5234,synthetic_prototype_v1
SOL-01986,176.1979,1319911211660126.5,515.0223,77644.802,31.7522,10.1526,synthetic_prototype_v1
SOL-01987,72.1836,2.133811238032848e+16,597.2883,25417.2044,68.2318,8.1395,synthetic_prototype_v1
SOL-01988,153.1597,4.2089063913704104e+16,625.0216,92230.0163,19.1868,23.0,synthetic_prototype_v1
SOL-01989,159.7486,1.1545400774798142e+17,718.2065,89444.5067,36.5431,20.3257,synthetic_prototype_v1
SOL-01990,73.452,4.5765957711219336e+16,798.1423,77040.5317,56.8742,8.0,synthetic_prototype_v1
SOL-01991,154.5434,5.124332852375914e+16,610.0128,52292.966,15.0,18.7066,synthetic_prototype_v1
SOL-01992,147.2742,3775218745827570.5,734.5539,117011.5786,63.7757,8.0,synthetic_prototype_v1
SOL-01993,195.2653,4.6251610021584984e+16,598.7025,27000.356,35.679,15.0148,synthetic_prototype_v1
SOL-01994,145.5401,1.6058423355752534e+17,745.9181,53389.4829,19.3881,17.7871,synthetic_prototype_v1
SOL-01995,188.6704,2.495084870439127e+16,740.3009,86383.8241,29.5894,19.1061,synthetic_prototype_v1
SOL-01996,232.784,2.337085559613789e+17,661.2573,47862.1574,67.7049,8.0,synthetic_prototype_v1
SOL-01997,151.9904,1.239038295252684e+16,898.6668,51939.3488,53.7049,12.1086,synthetic_prototype_v1
SOL-01998,205.8866,1.7370122936572864e+17,860.6297,39524.5895,60.0851,8.0,synthetic_prototype_v1
SOL-01999,98.874,4.6771166549828264e+16,747.9883,88866.7083,35.6825,16.684,synthetic_prototype_v1
SOL-02000,67.8111,4056628744773306.5,697.0831,24495.3472,18.2699,14.9465,synthetic_prototype_v1
SOL-02001,162.7725,4.83897799472087e+17,716.2398,34318.0279,52.6608,11.5607,synthetic_prototype_v1
SOL-02002,55.287,1284301509898921.0,538.6502,118042.8913,21.1556,13.2518,synthetic_prototype_v1
SOL-02003,250.5149,2.821856488490844e+16,816.7319,79239.7672,71.2044,8.0,synthetic_prototype_v1
SOL-02004,286.2871,2019786092761155.2,596.5912,74148.4364,45.9596,14.7428,synthetic_prototype_v1
SOL-02005,276.7716,1.7662420799865426e+16,590.261,76800.0975,65.8629,8.0,synthetic_prototype_v1
SOL-02006,138.0301,9374295518663682.0,786.5347,21050.6857,24.147,17.493,synthetic_prototype_v1
SOL-02007,62.3135,1182192125624574.5,852.21,113957.4988,64.6728,8.0,synthetic_prototype_v1
SOL-02008,143.2651,4.0723517255051896e+16,621.0766,45719.7181,42.2171,14.6422,synthetic_prototype_v1
SOL-02009,145.6208,1.4443271045106696e+16,723.1534,96947.1552,16.1763,23.0,synthetic_prototype_v1
SOL-02010,244.7491,1.4185852518029934e+16,568.482,39904.9862,60.8567,8.9252,synthetic_prototype_v1
SOL-02011,104.723,5.3043196412603144e+16,619.9583,95628.6548,41.4947,18.58,synthetic_prototype_v1
SOL-02012,211.8659,1.3489596056998128e+16,751.3197,68503.1201,20.7797,18.3113,synthetic_prototype_v1
SOL-02013,168.347,1.6645268039345104e+16,703.3817,83917.0938,28.8059,23.0,synthetic_prototype_v1
SOL-02014,184.3047,6240679305343680.0,510.2815,56447.506,45.7885,10.6413,synthetic_prototype_v1
SOL-02015,76.8281,1.8154144102405744e+16,704.0065,112152.7575,56.3123,13.632,synthetic_prototype_v1
SOL-02016,177.9682,4.729791129607897e+16,791.5025,61948.0525,24.6322,18.4765,synthetic_prototype_v1
SOL-02017,229.4163,1.1125752071809277e+17,713.6278,44252.39,18.8186,14.0207,synthetic_prototype_v1
SOL-02018,149.6267,7.597627790740225e+17,610.2877,48097.8052,61.5814,9.2088,synthetic_prototype_v1
SOL-02019,188.3949,2.6148747056902582e+17,519.8955,66410.0864,66.7295,8.0,synthetic_prototype_v1
SOL-02020,245.8363,2.98199156299541e+16,742.1016,45293.7561,19.9694,13.7794,synthetic_prototype_v1
SOL-02021,176.3757,2.3855487008059096e+16,823.6185,77331.1391,17.4255,16.5487,synthetic_prototype_v1
SOL-02022,134.8694,5.818427990529274e+16,526.5417,70599.1134,65.0912,9.9019,synthetic_prototype_v1
SOL-02023,190.3982,1.5689764255439437e+17,645.4616,51005.867,25.5065,15.0169,synthetic_prototype_v1
SOL-02024,158.2032,2.9257989485929492e+16,743.1468,90098.7718,22.5474,23.0,synthetic_prototype_v1
SOL-02025,297.4558,2.6668608392398704e+16,715.1386,44576.2466,42.9775,12.8306,synthetic_prototype_v1
SOL-02026,165.65,3275362996057504.0,673.9287,22656.9893,45.453,13.7671,synthetic_prototype_v1
SOL-02027,201.633,2521547816262464.0,712.5286,79916.117,49.6152,13.3704,synthetic_prototype_v1
SOL-02028,88.1725,2085172304448197.0,569.4604,64076.6709,53.9385,9.9201,synthetic_prototype_v1
SOL-02029,85.0849,4632998063564135.0,642.9236,79114.7187,24.8926,13.4121,synthetic_prototype_v1
SOL-02030,175.9082,1.9165339680727757e+17,803.4404,66400.6864,43.621,13.5083,synthetic_prototype_v1
SOL-02031,135.6626,1.0133426865266792e+17,893.5579,102515.3462,70.1438,9.5647,synthetic_prototype_v1
SOL-02032,85.3387,2.090193631171349e+16,743.7288,88518.8406,31.8333,17.5031,synthetic_prototype_v1
SOL-02033,188.2483,6.931325676125951e+16,779.2969,45466.4691,42.899,17.6295,synthetic_prototype_v1
SOL-02034,152.0837,8.85062949922159e+16,827.2383,84276.3703,39.2642,15.3937,synthetic_prototype_v1
SOL-02035,93.7951,2868777156631141.5,655.778,73013.9602,35.9431,15.0453,synthetic_prototype_v1
SOL-02036,155.0552,2.8850108620827834e+17,792.7604,86693.4355,28.2737,11.0277,synthetic_prototype_v1
SOL-02037,281.9171,3813974967763298.0,569.0048,50544.1778,59.8468,8.0,synthetic_prototype_v1
SOL-02038,208.0707,6.406968226178915e+17,558.8656,98192.9256,51.8599,10.7521,synthetic_prototype_v1
SOL-02039,69.539,1.4870368007684266e+17,881.8099,72459.9765,29.2954,9.9403,synthetic_prototype_v1
SOL-02040,239.6056,9690736691098800.0,864.9352,46031.6856,41.3314,8.0,synthetic_prototype_v1
SOL-02041,200.5298,4215411571075977.5,511.221,93236.7177,15.9345,11.513,synthetic_prototype_v1
SOL-02042,89.4029,3.2898348612607412e+16,630.3964,27551.038,23.9716,17.2884,synthetic_prototype_v1
SOL-02043,142.9485,5.3361434275302184e+16,804.9915,97372.8387,26.6667,16.6956,synthetic_prototype_v1
SOL-02044,150.0699,1.2719146691861958e+17,799.5958,89088.3323,26.9367,16.3428,synthetic_prototype_v1
SOL-02045,133.377,2.7275981709647904e+16,710.8688,65951.1561,26.2504,23.0,synthetic_prototype_v1
SOL-02046,75.0989,8142316030354100.0,678.0141,83953.6632,28.0545,14.2802,synthetic_prototype_v1
SOL-02047,166.4394,3.9858980589729914e+17,679.4682,116002.0348,47.8728,15.283,synthetic_prototype_v1
SOL-02048,205.2037,2.909126201797485e+16,719.1781,66235.5869,20.1426,18.9263,synthetic_prototype_v1
SOL-02049,136.503,5827536755407358.0,569.4299,96571.7873,29.8052,13.292,synthetic_prototype_v1
SOL-02050,63.3313,2.2470845645544908e+16,703.7899,80500.7532,68.3558,8.0,synthetic_prototype_v1
SOL-02051,127.7404,6.789556044923308e+17,619.4894,67565.2107,36.598,12.4883,synthetic_prototype_v1
SOL-02052,221.6318,1.4436596813035872e+16,751.099,54584.3584,18.7981,17.4661,synthetic_prototype_v1
SOL-02053,218.8264,7.283243622190966e+17,849.5966,62045.9776,46.1081,10.987,synthetic_prototype_v1
SOL-02054,173.418,2.5184135676800296e+16,846.4968,54706.8667,55.1713,10.4643,synthetic_prototype_v1
SOL-02055,215.4153,1.1902968331020976e+17,811.6415,40198.883,56.034,10.861,synthetic_prototype_v1
SOL-02056,285.0879,3119740144883528.5,572.381,70789.0022,60.9059,8.0,synthetic_prototype_v1
SOL-02057,130.5809,5.006446721244118e+16,668.1465,95300.8104,18.1676,23.0,synthetic_prototype_v1
SOL-02058,237.8799,7587968483333564.0,585.1166,59638.5147,19.0696,15.6653,synthetic_prototype_v1
SOL-02059,122.4585,1.860148442567759e+17,656.554,54591.7372,30.3723,14.955,synthetic_prototype_v1
SOL-02060,62.2794,1.8218041638029248e+17,827.3016,69363.6409,66.4478,8.0,synthetic_prototype_v1
SOL-02061,170.2808,1151079769225997.0,890.8025,102827.5759,53.5905,8.3049,synthetic_prototype_v1
SOL-02062,196.1882,2288955775707922.5,727.375,87687.4234,61.5998,8.3003,synthetic_prototype_v1
SOL-02063,78.526,1540683202136085.8,832.1387,91257.5864,53.8493,8.0,synthetic_prototype_v1
SOL-02064,294.9946,5967186521136080.0,766.6419,45028.6593,59.0596,8.0,synthetic_prototype_v1
SOL-02065,197.5884,7868450843651524.0,658.5824,41033.1336,19.7545,15.8081,synthetic_prototype_v1
SOL-02066,129.9164,4.8180112356464806e+17,615.1321,55937.7888,30.7447,13.0036,synthetic_prototype_v1
SOL-02067,150.0518,5.967425165441152e+16,583.4762,63684.002,24.1052,14.5327,synthetic_prototype_v1
SOL-02068,108.9629,1.4597151643164368e+16,720.2801,51487.3026,30.1939,20.1757,synthetic_prototype_v1
SOL-02069,150.9159,4998300545816708.0,755.4368,89245.5596,27.5171,17.5127,synthetic_prototype_v1
SOL-02070,285.6421,1726662798531877.8,889.2243,85748.93,67.0645,8.0,synthetic_prototype_v1
SOL-02071,231.7487,1.053074755441382e+17,645.4936,30480.59,63.2801,8.0,synthetic_prototype_v1
SOL-02072,169.0335,3.62041347555681e+16,786.1241,72507.6492,26.8217,17.3642,synthetic_prototype_v1
SOL-02073,58.1481,1.4757526030890242e+16,523.6647,27391.263,32.7047,9.2225,synthetic_prototype_v1
SOL-02074,61.2933,1004446734284727.4,837.892,41000.6608,72.5499,8.0,synthetic_prototype_v1
SOL-02075,191.2377,2778694106265618.0,640.0921,77413.6807,55.8635,9.0563,synthetic_prototype_v1
SOL-02076,103.7946,2.677548239626608e+16,664.4613,53646.7416,55.6705,13.258,synthetic_prototype_v1
SOL-02077,131.319,6620296852767171.0,689.2507,46027.7857,15.3751,17.9722,synthetic_prototype_v1
SOL-02078,117.6897,1.772331403128662e+17,749.0856,114386.793,27.8666,21.1168,synthetic_prototype_v1
SOL-02079,186.0827,3.8538500054307e+16,690.6935,53415.4892,25.2043,20.1037,synthetic_prototype_v1
SOL-02080,220.8146,3.0653073305636828e+16,672.0906,99177.4921,27.0212,13.997,synthetic_prototype_v1
SOL-02081,103.9812,1188073081656695.0,725.3878,43582.6227,60.0441,10.7311,synthetic_prototype_v1
SOL-02082,169.2189,1.3975866081775798e+17,722.1024,79895.8914,16.8841,20.4614,synthetic_prototype_v1
SOL-02083,154.2223,2802544722140062.5,714.8749,46017.3089,41.0988,13.9104,synthetic_prototype_v1
SOL-02084,238.8325,3.761001054766196e+17,887.4602,22316.0175,42.7444,9.6801,synthetic_prototype_v1
SOL-02085,201.3512,4.939254003029438e+16,612.255,77357.9874,22.3764,14.6098,synthetic_prototype_v1
SOL-02086,106.6298,3761635928316208.0,719.3672,43048.3369,15.0,15.0719,synthetic_prototype_v1
SOL-02087,146.2724,8.011617277302385e+17,567.3971,45995.9687,73.8407,8.0,synthetic_prototype_v1
SOL-02088,277.2662,2.8903221220153456e+16,511.019,80511.3705,17.585,11.2362,synthetic_prototype_v1
SOL-02089,227.8523,1.1070534913373266e+17,683.5377,45070.1429,23.6305,18.0121,synthetic_prototype_v1
SOL-02090,118.4687,1.2310167366915902e+17,694.7671,55969.7269,20.4077,17.8681,synthetic_prototype_v1
SOL-02091,260.3009,1.5070587251594456e+16,760.8194,86163.5868,56.4404,8.2457,synthetic_prototype_v1
SOL-02092,92.5853,4.913802467362834e+16,599.8091,55864.5152,57.1256,10.5788,synthetic_prototype_v1
SOL-02093,249.8057,2.8029306573593296e+16,730.1613,68647.1271,45.3391,11.7147,synthetic_prototype_v1
SOL-02094,106.6747,1.9957436783870576e+17,832.3524,70891.4683,65.2968,11.1117,synthetic_prototype_v1
SOL-02095,113.2962,1.9312768544796336e+17,892.3924,30290.2974,25.2416,10.1169,synthetic_prototype_v1
SOL-02096,255.6904,2.0829807733987034e+17,864.3943,45068.299,46.0951,11.3092,synthetic_prototype_v1
SOL-02097,144.2862,1.6924155640126914e+16,573.1956,38228.5349,27.2262,15.696,synthetic_prototype_v1
SOL-02098,176.8232,3.2955394265204984e+16,813.1342,46029.031,63.7155,8.0,synthetic_prototype_v1
SOL-02099,133.5325,2.258898697653616e+16,541.6572,40472.1943,70.9023,8.8189,synthetic_prototype_v1
SOL-02100,164.783,1.2090824091946242e+17,762.1046,40340.4465,31.702,17.2326,synthetic_prototype_v1
SOL-02101,299.7762,1.7885825952704563e+17,783.6175,116093.627,71.1406,8.6446,synthetic_prototype_v1
SOL-02102,261.9166,5.395008419086228e+17,603.4152,107303.7786,21.0132,10.9238,synthetic_prototype_v1
SOL-02103,140.1421,4.442988593847338e+16,720.8612,76091.0739,23.2547,22.0036,synthetic_prototype_v1
SOL-02104,219.4147,1.5598743596723834e+17,565.3666,101534.273,71.0451,8.0,synthetic_prototype_v1
SOL-02105,179.7918,2.4028864486781706e+17,654.7291,30767.6353,15.2668,15.8874,synthetic_prototype_v1
SOL-02106,246.0202,4433146985265877.5,553.3045,95948.8597,55.4878,9.6696,synthetic_prototype_v1
SOL-02107,211.4261,4.182970858483631e+16,787.6676,94410.0971,23.8601,14.6203,synthetic_prototype_v1
SOL-02108,188.9694,2.0992891345915715e+17,811.4431,71153.855,70.6983,9.0888,synthetic_prototype_v1
SOL-02109,174.8641,6.275260451813154e+16,710.9456,72158.3386,42.5467,18.0443,synthetic_prototype_v1
SOL-02110,118.2891,6.4257223626030616e+16,556.9552,57588.7542,62.1264,8.2093,synthetic_prototype_v1
SOL-02111,227.9985,1.080531701678552e+16,698.6858,47864.314,22.9009,15.98,synthetic_prototype_v1
SOL-02112,237.2935,5302335231985352.0,583.2684,48990.5707,31.5684,15.6725,synthetic_prototype_v1
SOL-02113,270.8825,2.87882735558433e+17,795.9496,100738.8989,25.027,11.8572,synthetic_prototype_v1
SOL-02114,150.5927,5.2175753222203096e+16,595.6159,39325.9301,28.09,15.9526,synthetic_prototype_v1
SOL-02115,213.4326,5.3323545323867514e+17,871.5762,85045.6628,59.213,8.0,synthetic_prototype_v1
SOL-02116,95.2317,1.152327477805299e+16,803.8691,100759.1439,36.8133,14.6828,synthetic_prototype_v1
SOL-02117,146.9646,2.083884908940485e+17,670.0505,95040.2922,18.7472,15.2475,synthetic_prototype_v1
SOL-02118,63.9695,1.124293320926653e+17,687.9926,59434.4491,29.1216,15.3152,synthetic_prototype_v1
SOL-02119,61.4908,4.716936562362672e+16,899.1029,100469.7828,25.8373,9.2794,synthetic_prototype_v1
SOL-02120,62.1746,3109998372553639.0,719.7871,96307.2519,66.791,8.5471,synthetic_prototype_v1
SOL-02121,189.6124,4911253208946378.0,801.1196,58439.903,23.1776,16.1879,synthetic_prototype_v1
SOL-02122,144.866,5399545749789879.0,570.4173,78237.0152,45.4575,12.6393,synthetic_prototype_v1
SOL-02123,119.5094,9.210006260346466e+16,740.1918,49840.8268,43.8455,18.4618,synthetic_prototype_v1
SOL-02124,131.5189,1.6603418961936925e+17,666.2648,81641.2383,21.2512,16.6724,synthetic_prototype_v1
SOL-02125,117.5854,2609481127435427.0,705.1686,48180.3912,57.0105,12.1798,synthetic_prototype_v1
SOL-02126,262.3522,3.793507121761242e+17,807.492,36284.7253,46.5833,10.6652,synthetic_prototype_v1
SOL-02127,179.9347,3.089743110245304e+16,653.4094,54396.6909,35.9979,19.2718,synthetic_prototype_v1
SOL-02128,229.2225,2.5422365530465316e+16,752.8918,38759.1119,60.3629,8.0,synthetic_prototype_v1
SOL-02129,284.4566,3349141621477514.5,847.4983,88788.6866,24.6165,9.8719,synthetic_prototype_v1
SOL-02130,181.615,7.958686832168673e+17,547.6245,80758.945,53.1876,10.8403,synthetic_prototype_v1
SOL-02131,156.9602,7.169724360455975e+16,643.9429,98866.3586,27.7113,21.9438,synthetic_prototype_v1
SOL-02132,84.1176,1663747808452403.0,535.8076,109659.1963,15.5714,11.7462,synthetic_prototype_v1
SOL-02133,281.2406,7100260576273205.0,740.3565,33324.6008,29.0223,10.9234,synthetic_prototype_v1
SOL-02134,118.2386,1.1148133020824149e+17,676.9563,76355.2282,27.1539,22.7162,synthetic_prototype_v1
SOL-02135,115.4016,2.446106836493337e+17,723.1051,51750.0613,25.0128,17.1218,synthetic_prototype_v1
SOL-02136,154.917,1.2581097662293104e+16,745.5197,52755.2844,24.5904,20.6494,synthetic_prototype_v1
SOL-02137,189.8727,1.6260295316390946e+16,693.9507,44340.1559,21.5246,19.1419,synthetic_prototype_v1
SOL-02138,53.013,1.1215789339197624e+17,793.8814,109174.2302,45.1977,13.7208,synthetic_prototype_v1
SOL-02139,129.7893,1.4957139729182774e+16,679.7157,60873.992,33.7212,21.923,synthetic_prototype_v1
SOL-02140,96.8194,8.256064154717232e+16,792.4461,87499.2953,15.5846,11.4549,synthetic_prototype_v1
SOL-02141,73.3957,3.438536954592946e+17,816.1654,100924.1484,42.797,11.9567,synthetic_prototype_v1
SOL-02142,98.1477,1.5943556482078486e+17,783.7683,43462.5323,33.3542,12.8873,synthetic_prototype_v1
SOL-02143,248.8814,5129228075776390.0,867.8128,54012.7226,62.8759,8.0,synthetic_prototype_v1
SOL-02144,162.0518,1203836011858309.2,776.2819,63495.3463,57.9042,9.5007,synthetic_prototype_v1
SOL-02145,139.1903,1.6133531211288792e+16,687.4956,81304.2357,20.9501,23.0,synthetic_prototype_v1
SOL-02146,248.2512,6.8435439918728344e+16,657.9734,119875.3806,19.4365,12.3985,synthetic_prototype_v1
SOL-02147,91.4982,3.903241024920847e+16,838.6457,80149.2963,17.0509,9.5858,synthetic_prototype_v1
SOL-02148,251.0311,1317769334161481.0,575.493,56142.1793,23.515,11.3061,synthetic_prototype_v1
SOL-02149,243.2343,2.3161979985690056e+16,564.109,82172.9587,70.2493,8.0,synthetic_prototype_v1
SOL-02150,155.8507,1.1954735895291936e+17,654.8309,93117.9987,34.5806,20.7537,synthetic_prototype_v1
SOL-02151,233.5041,3.4583054694952476e+16,680.3493,62435.2061,67.9454,8.0,synthetic_prototype_v1
SOL-02152,282.2907,1308809287782472.2,828.0258,83944.3954,28.5604,10.5891,synthetic_prototype_v1
SOL-02153,165.2509,1.4600982971056162e+16,686.267,58890.26,32.7231,21.2621,synthetic_prototype_v1
SOL-02154,51.2143,4.6383476783522304e+17,764.7037,33950.6901,61.3542,11.2891,synthetic_prototype_v1
SOL-02155,220.7537,7650119600782149.0,711.2963,77297.7694,58.5001,11.7547,synthetic_prototype_v1
SOL-02156,53.9514,1.6310362253596082e+16,690.332,101659.7047,32.7507,13.3425,synthetic_prototype_v1
SOL-02157,115.8539,7994717160040434.0,741.2762,99435.5643,26.145,19.3421,synthetic_prototype_v1
SOL-02158,108.3365,1.685656445892186e+17,671.2242,58258.5862,27.0362,15.6716,synthetic_prototype_v1
SOL-02159,187.0683,8.7482427480866e+17,588.4646,54014.087,23.8865,11.8009,synthetic_prototype_v1
SOL-02160,110.6926,1.980802451048248e+17,693.74,93075.1187,29.5724,15.3068,synthetic_prototype_v1
SOL-02161,191.0982,6.6819353736734456e+16,707.1967,87583.9012,32.4273,19.4508,synthetic_prototype_v1
SOL-02162,160.2694,2.5179962108822028e+16,740.5743,25548.088,71.9434,8.0,synthetic_prototype_v1
SOL-02163,197.786,5605889433719494.0,583.0923,64912.6124,60.4224,8.0,synthetic_prototype_v1
SOL-02164,152.1322,2.1969848429590336e+16,850.0967,24333.1753,49.3957,14.1029,synthetic_prototype_v1
SOL-02165,240.6475,7.19213321018893e+17,887.4219,79851.0635,67.2369,8.0,synthetic_prototype_v1
SOL-02166,53.0757,4.886886812664337e+16,727.936,110392.1932,23.7949,14.2725,synthetic_prototype_v1
SOL-02167,149.6381,3321472517427273.0,846.4235,51263.5354,23.3726,12.1812,synthetic_prototype_v1
SOL-02168,170.441,2.3650371754850744e+16,636.4118,94615.6654,26.7718,18.757,synthetic_prototype_v1
SOL-02169,127.1611,6652775710067552.0,678.3278,58955.7911,19.9747,17.8894,synthetic_prototype_v1
SOL-02170,115.4449,2.0568161682381444e+16,705.0158,88533.2497,30.1152,21.8758,synthetic_prototype_v1
SOL-02171,145.1788,1.4232435374995814e+17,701.5688,76164.3774,19.5136,20.4248,synthetic_prototype_v1
SOL-02172,232.7105,1.6300092975126563e+17,760.9034,46248.8168,19.1469,12.0056,synthetic_prototype_v1
SOL-02173,174.0722,5.770340205532852e+17,645.0659,65044.579,38.8951,14.3594,synthetic_prototype_v1
SOL-02174,72.5003,8.638253868878337e+17,658.397,82535.814,58.1555,9.2489,synthetic_prototype_v1
SOL-02175,215.072,9.942248116201144e+16,675.2191,82024.7872,28.1686,15.195,synthetic_prototype_v1
SOL-02176,299.1693,1755203368558213.0,785.1487,103483.9676,74.6469,8.0,synthetic_prototype_v1
SOL-02177,289.6073,4.219060130032749e+16,760.2054,89936.868,48.4689,12.582,synthetic_prototype_v1
SOL-02178,159.476,1.3489716532193685e+17,770.6955,77166.7408,43.5929,19.4021,synthetic_prototype_v1
SOL-02179,266.7931,4189079724498182.0,597.3421,26988.0363,27.4649,14.4122,synthetic_prototype_v1
SOL-02180,284.2657,7315537128196861.0,685.2061,32301.5027,57.114,10.4385,synthetic_prototype_v1
SOL-02181,88.3949,2.7579072006472493e+17,819.2171,49194.3508,52.3029,9.9526,synthetic_prototype_v1
SOL-02182,153.7412,1.3758835195783678e+17,641.6845,46072.3654,25.8684,19.519,synthetic_prototype_v1
SOL-02183,197.519,7.465866571710592e+17,768.3685,102635.819,40.4871,14.4947,synthetic_prototype_v1
SOL-02184,171.9957,6.103846944997865e+16,686.0677,78308.0516,17.5671,22.5864,synthetic_prototype_v1
SOL-02185,121.0128,7.62672821700127e+16,648.131,27324.3162,16.0409,16.28,synthetic_prototype_v1
SOL-02186,216.9623,7798096017359268.0,833.2958,59095.9808,65.2478,8.0,synthetic_prototype_v1
SOL-02187,281.8651,3846700757011656.0,827.996,86907.6555,51.5512,11.633,synthetic_prototype_v1
SOL-02188,256.7934,6584274524340761.0,540.1317,62859.7534,15.0623,12.2691,synthetic_prototype_v1
SOL-02189,196.2913,4261304396337880.0,687.3998,76095.7189,17.437,17.5822,synthetic_prototype_v1
SOL-02190,167.4002,6.901647601861927e+16,694.5356,97356.1853,33.8132,19.8945,synthetic_prototype_v1
SOL-02191,260.8307,2.891588441882308e+16,534.6557,22467.5411,56.9379,8.8538,synthetic_prototype_v1
SOL-02192,172.2246,3.767205933371716e+17,619.6556,68768.5912,29.0292,13.5741,synthetic_prototype_v1
SOL-02193,63.9375,2.1015320305768696e+16,670.9413,93429.7464,15.0,15.9681,synthetic_prototype_v1
SOL-02194,71.6779,3092344459149673.0,711.317,56640.6137,23.899,12.6623,synthetic_prototype_v1
SOL-02195,164.744,2.6138821758648916e+16,767.7005,40301.9697,35.4814,17.3486,synthetic_prototype_v1
SOL-02196,129.4089,8.362359940821059e+17,885.3517,107151.2322,54.6475,8.0,synthetic_prototype_v1
SOL-02197,178.9466,5.473779416445095e+16,678.731,58785.6984,30.249,21.234,synthetic_prototype_v1
SOL-02198,264.8903,1.0807139443993667e+17,603.5412,38103.6878,61.9955,8.0,synthetic_prototype_v1
SOL-02199,223.1929,1026068899589700.6,863.6001,88028.2899,33.0337,8.2231,synthetic_prototype_v1
SOL-02200,163.1126,6667214503461405.0,579.1218,48475.0275,61.6838,8.341,synthetic_prototype_v1
SOL-02201,127.0833,1.5610547342822346e+17,822.467,82386.4642,62.3111,9.0709,synthetic_prototype_v1
SOL-02202,257.5048,6185262370277444.0,786.082,114547.4576,72.8559,8.0,synthetic_prototype_v1
SOL-02203,157.9345,3.402285429222452e+17,684.1736,93545.8584,19.6552,17.2122,synthetic_prototype_v1
SOL-02204,202.1531,2736533932839226.5,681.2317,45667.753,39.9246,14.7229,synthetic_prototype_v1
SOL-02205,91.7432,5.5981867910429224e+16,651.3504,90848.0119,53.743,15.1515,synthetic_prototype_v1
SOL-02206,165.4186,5.4578404249906696e+16,701.3334,45469.8643,30.5641,20.0393,synthetic_prototype_v1
SOL-02207,239.5219,4.289739734921542e+17,540.9481,84821.604,25.2904,13.561,synthetic_prototype_v1
SOL-02208,146.4803,1.5294056072323336e+16,519.347,53213.9465,39.9178,15.2592,synthetic_prototype_v1
SOL-02209,272.4449,3.8020646227499366e+17,863.9478,83062.5704,60.2271,8.349,synthetic_prototype_v1
SOL-02210,279.2121,2.17369191525792e+16,671.2454,95246.9118,72.6049,8.0,synthetic_prototype_v1
SOL-02211,246.9482,3.639699742072433e+16,798.8365,79120.0012,42.2785,10.5996,synthetic_prototype_v1
SOL-02212,287.6662,4.252289893980079e+16,608.4547,100494.68,47.668,13.6566,synthetic_prototype_v1
SOL-02213,265.1425,1186680006955983.5,611.5444,51943.664,47.0027,15.476,synthetic_prototype_v1
SOL-02214,147.8787,5.8699987123204344e+16,616.5754,96898.9593,30.6686,19.6284,synthetic_prototype_v1
SOL-02215,148.5267,1.0695013328770654e+17,696.6438,98109.0444,72.6828,8.3708,synthetic_prototype_v1
SOL-02216,109.1755,3.3085243474653332e+16,617.5121,89351.9973,72.1832,8.0,synthetic_prototype_v1
SOL-02217,118.6041,2.0882148190730228e+16,718.0656,61970.8457,24.6079,19.6469,synthetic_prototype_v1
SOL-02218,173.1031,1.0035889414321552e+17,688.067,67153.7506,28.8967,20.8198,synthetic_prototype_v1
SOL-02219,125.5179,4.46047023979894e+17,657.5085,114891.9445,69.3778,10.1972,synthetic_prototype_v1
SOL-02220,287.2108,2.2171415662702764e+16,710.0379,97794.0599,68.545,8.6696,synthetic_prototype_v1
SOL-02221,147.4674,2.2866225451449072e+17,762.0612,76294.4153,32.2771,15.4992,synthetic_prototype_v1
SOL-02222,125.6705,6580710271914403.0,702.4489,78476.5575,25.4617,16.6196,synthetic_prototype_v1
SOL-02223,134.7519,2.5872029534289738e+17,887.2186,86451.234,57.8252,9.2792,synthetic_prototype_v1
SOL-02224,173.8766,3.087994023495485e+16,891.9095,32862.7799,30.5852,11.1408,synthetic_prototype_v1
SOL-02225,188.8139,7.009550220114929e+16,739.9995,100906.3855,53.2065,15.6102,synthetic_prototype_v1
